"playerId","fg","fgAtt","xp","fgMiss","analyst","player","position","games","fg0019","fg2029","fg3039","fg4049","fg50","fg0039","season"
2550325,0,NA,NA,NA,5,"Chandler Catanzaro","K",NA,NA,NA,NA,NA,NA,NA,2015
2550380,0,NA,NA,NA,5,"Cody Parkey","K",NA,NA,NA,NA,NA,NA,NA,2015
2550545,0,NA,NA,NA,5,"Chris Boswell","K",NA,NA,NA,NA,NA,NA,NA,2015
2550636,0,NA,NA,NA,5,"Cairo Santos","K",NA,NA,NA,NA,NA,NA,NA,2015
2553648,0,NA,NA,NA,5,"Andrew Franks","K",NA,NA,NA,NA,NA,NA,NA,2015
2553833,0,NA,NA,NA,5,"Josh Lambo","K",NA,NA,NA,NA,NA,NA,NA,2015
71309,27,32,37,5,6,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2015
89802,25,30,37,5,6,"Ryan Succop","K",NA,NA,NA,NA,NA,NA,NA,2015
2495259,29,32,40,3,6,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2015
2500351,24,28,34,4,6,"Phil Dawson","K",NA,NA,NA,NA,NA,NA,NA,2015
2503471,28,30,37,2,6,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2015
2504257,26,34,39,8,6,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2504797,27,31,45,4,6,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2015
2505459,9,10,13,1,6,"Josh Brown","K",NA,NA,NA,NA,NA,NA,NA,2015
2506149,0,0,0,0,6,"Shaun Suisham","K",NA,NA,NA,NA,NA,NA,NA,2015
2506194,28,32,36,4,6,"Nick Novak","K",NA,NA,NA,NA,NA,NA,NA,2015
2506386,21,26,31,5,6,"Mike Nugent","K",NA,NA,NA,NA,NA,NA,NA,2015
2506677,27,30,32,3,6,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2015
2506922,31,34,43,3,6,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2507225,25,29,37,4,6,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,2015
2507232,27,32,39,5,6,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2015
2507374,30,33,42,3,6,"Steven Hauschka","K",NA,NA,NA,NA,NA,NA,NA,2015
2507401,27,30,31,3,6,"Dan Carpenter","K",NA,NA,NA,NA,NA,NA,NA,2015
2536340,29,33,40,4,6,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2015
2539227,27,30,39,3,6,"Dustin Hopkins","K",NA,NA,NA,NA,NA,NA,NA,2015
2539637,25,32,31,7,6,"Caleb Sturgis","K",NA,NA,NA,NA,NA,NA,NA,2015
2541556,27,33,35,6,6,"Brandon McManus","K",NA,NA,NA,NA,NA,NA,NA,2015
2542060,0,0,0,0,6,"Jordan Gay","K",NA,NA,NA,NA,NA,NA,NA,2015
2543781,0,0,0,0,6,"Zach Hocker","K",NA,NA,NA,NA,NA,NA,NA,2015
2550325,28,31,41,3,6,"Chandler Catanzaro","K",NA,NA,NA,NA,NA,NA,NA,2015
2550545,27,30,45,3,6,"Chris Boswell","K",NA,NA,NA,NA,NA,NA,NA,2015
2550551,0,0,0,0,6,"Travis Coons","K",NA,NA,NA,NA,NA,NA,NA,2015
2550636,27,33,39,6,6,"Cairo Santos","K",NA,NA,NA,NA,NA,NA,NA,2015
2553648,26,32,36,6,6,"Andrew Franks","K",NA,NA,NA,NA,NA,NA,NA,2015
71309,25,30,41,5,7,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2015
89802,21,25,30,4,7,"Ryan Succop","K",NA,NA,NA,NA,NA,NA,NA,2015
2495259,26,29,51,3,7,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2015
2500351,25,30,39,5,7,"Phil Dawson","K",NA,NA,NA,NA,NA,NA,NA,2015
2503471,28,31,51,3,7,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2015
2504257,22,26,36,4,7,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2504797,25,29,40,4,7,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2015
2505459,25,28,41,3,7,"Josh Brown","K",NA,NA,NA,NA,NA,NA,NA,2015
2506264,26,31,39,5,7,"Robbie Gould","K",NA,NA,NA,NA,NA,NA,NA,2015
2506386,24,29,41,5,7,"Mike Nugent","K",NA,NA,NA,NA,NA,NA,NA,2015
2506677,22,26,40,4,7,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2015
2506922,34,38,49,4,7,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2507225,28,32,34,4,7,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,2015
2507232,26,31,56,5,7,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2015
2507374,32,36,42,4,7,"Steven Hauschka","K",NA,NA,NA,NA,NA,NA,NA,2015
2507401,24,28,37,4,7,"Dan Carpenter","K",NA,NA,NA,NA,NA,NA,NA,2015
2532968,26,32,40,6,7,"Blair Walsh","K",NA,NA,NA,NA,NA,NA,NA,2015
2534797,25,30,37,5,7,"Greg Zuerlein","K",NA,NA,NA,NA,NA,NA,NA,2015
2536340,31,34,41,3,7,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2015
2541556,25,29,53,4,7,"Brandon McManus","K",NA,NA,NA,NA,NA,NA,NA,2015
2550325,27,30,39,3,7,"Chandler Catanzaro","K",NA,NA,NA,NA,NA,NA,NA,2015
2550380,30,34,49,4,7,"Cody Parkey","K",NA,NA,NA,NA,NA,NA,NA,2015
2550551,23,29,34,6,7,"Travis Coons","K",NA,NA,NA,NA,NA,NA,NA,2015
2550636,26,31,40,5,7,"Cairo Santos","K",NA,NA,NA,NA,NA,NA,NA,2015
2553648,25,30,41,5,7,"Andrew Franks","K",NA,NA,NA,NA,NA,NA,NA,2015
2553833,26,31,40,5,7,"Josh Lambo","K",NA,NA,NA,NA,NA,NA,NA,2015
71309,29.3,35.7,38.6,6.4,9,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2015
89802,24.1,27.8,39.4,3.7,9,"Ryan Succop","K",NA,NA,NA,NA,NA,NA,NA,2015
2495259,28.2,32.5,43.3,4.3,9,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2015
2503471,27.7,31.4,41.3,3.7,9,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2015
2504257,28,33.4,40.3,5.4,9,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2504797,29.9,34.1,46.4,4.2,9,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2015
2506194,27.4,32.5,30.9,5.1,9,"Nick Novak","K",NA,NA,NA,NA,NA,NA,NA,2015
2506677,28.1,32.1,35.8,4,9,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2015
2506922,31,35.9,49.9,4.9,9,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2507232,27.9,32.6,45.8,4.7,9,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2015
2536340,31.8,35.1,34.5,3.3,9,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2015
2539227,28.3,34.1,38.5,5.8,9,"Dustin Hopkins","K",NA,NA,NA,NA,NA,NA,NA,2015
2539637,28.3,33.8,35.5,5.5,9,"Caleb Sturgis","K",NA,NA,NA,NA,NA,NA,NA,2015
2541556,27.2,32.3,33.5,5.1,9,"Brandon McManus","K",NA,NA,NA,NA,NA,NA,NA,2015
2550545,27,31.6,39,4.6,9,"Chris Boswell","K",NA,NA,NA,NA,NA,NA,NA,2015
2550636,28.4,33.4,36.2,5,9,"Cairo Santos","K",NA,NA,NA,NA,NA,NA,NA,2015
2553648,21.7,26.8,35.9,5.1,9,"Andrew Franks","K",NA,NA,NA,NA,NA,NA,NA,2015
71309,23,NA,44,NA,19,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2015
2495259,27,NA,44,NA,19,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2015
2500351,30,NA,39,NA,19,"Phil Dawson","K",NA,NA,NA,NA,NA,NA,NA,2015
2503471,26,NA,39,NA,19,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2015
2504257,29,NA,35,NA,19,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2504797,29,NA,47,NA,19,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2015
2505459,24,NA,47,NA,19,"Josh Brown","K",NA,NA,NA,NA,NA,NA,NA,2015
2506149,26,NA,37,NA,19,"Shaun Suisham","K",NA,NA,NA,NA,NA,NA,NA,2015
2506264,27,NA,41,NA,19,"Robbie Gould","K",NA,NA,NA,NA,NA,NA,NA,2015
2506386,27,NA,43,NA,19,"Mike Nugent","K",NA,NA,NA,NA,NA,NA,NA,2015
2506922,25,NA,51,NA,19,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2015
2507225,23,NA,32,NA,19,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,2015
2507232,23,NA,51,NA,19,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2015
2507374,24,NA,45,NA,19,"Steven Hauschka","K",NA,NA,NA,NA,NA,NA,NA,2015
2507401,20,NA,30,NA,19,"Dan Carpenter","K",NA,NA,NA,NA,NA,NA,NA,2015
2532968,29,NA,36,NA,19,"Blair Walsh","K",NA,NA,NA,NA,NA,NA,NA,2015
2534797,27,NA,41,NA,19,"Greg Zuerlein","K",NA,NA,NA,NA,NA,NA,NA,2015
2536340,28,NA,39,NA,19,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2015
71309,27,34.8,40,0,28,"Graham Gano","K",16,NA,NA,NA,NA,NA,NA,2015
89802,24,31,40,0,28,"Ryan Succop","K",16,NA,NA,NA,NA,NA,NA,2015
2495259,28,32.8,43,0,28,"Dan Bailey","K",16,NA,NA,NA,NA,NA,NA,2015
2503471,27,34,43,0,28,"Adam Vinatieri","K",16,NA,NA,NA,NA,NA,NA,2015
2504257,26,30.4,42,0,28,"Sebastian Janikowski","K",16,NA,NA,NA,NA,NA,NA,2015
2504797,29,36.3,45,0,28,"Matt Bryant","K",16,NA,NA,NA,NA,NA,NA,2015
2506194,27,32.4,33,0,28,"Nick Novak","K",16,NA,NA,NA,NA,NA,NA,2015
2506677,26,32,38,0,28,"Matt Prater","K",16,NA,NA,NA,NA,NA,NA,2015
2506922,29,35.7,51,0,28,"Stephen Gostkowski","K",16,NA,NA,NA,NA,NA,NA,2015
2507232,26,32.5,48,0,28,"Mason Crosby","K",16,NA,NA,NA,NA,NA,NA,2015
2536340,32,37.1,35,0,28,"Justin Tucker","K",16,NA,NA,NA,NA,NA,NA,2015
2539227,28,34.7,41,0,28,"Dustin Hopkins","K",16,NA,NA,NA,NA,NA,NA,2015
2539637,27,34.3,38,0,28,"Caleb Sturgis","K",16,NA,NA,NA,NA,NA,NA,2015
2541556,27,31.1,36,0,28,"Brandon McManus","K",16,NA,NA,NA,NA,NA,NA,2015
2550545,26,30.9,41,0,28,"Chris Boswell","K",16,NA,NA,NA,NA,NA,NA,2015
2550636,27,34,37,0,28,"Cairo Santos","K",16,NA,NA,NA,NA,NA,NA,2015
2553648,21,26.7,37,0,28,"Andrew Franks","K",16,NA,NA,NA,NA,NA,NA,2015
71309,32.7,40.9,41.3,8.2,-1,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2016
89802,24.1,26.5,38.8,2.4,-1,"Ryan Succop","K",NA,NA,NA,NA,NA,NA,NA,2016
2495150,27.4,29.9,34.4,2.5,-1,"Kai Forbath","K",NA,NA,NA,NA,NA,NA,NA,2016
2495259,28.6,32.7,41.7,4.1,-1,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2016
2500351,25.6,29.6,42.5,4,-1,"Phil Dawson","K",NA,NA,NA,NA,NA,NA,NA,2016
2503471,27.5,31.2,39.2,3.7,-1,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2016
2504257,31.4,38.1,43.5,6.7,-1,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2504797,34.7,38.3,49.4,3.59999999999999,-1,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2016
2506194,29.6,34.1,30.1,4.5,-1,"Nick Novak","K",NA,NA,NA,NA,NA,NA,NA,2016
2506264,22.3,24.2,31.4,1.9,-1,"Robbie Gould","K",NA,NA,NA,NA,NA,NA,NA,2016
2506386,23.1,28.8,32.1,5.7,-1,"Mike Nugent","K",NA,NA,NA,NA,NA,NA,NA,2016
2506677,27.4,31.3,33.3,3.9,-1,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2016
2506922,37.3,42.1,49.4,4.8,-1,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2507225,27,31.3,37.9,4.3,-1,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,2016
2507232,30.8,35.9,48.8,5.1,-1,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2016
2507374,22.5,24.8,35.8,2.3,-1,"Steven Hauschka","K",NA,NA,NA,NA,NA,NA,NA,2016
2507463,22.4,28.2,31.7,5.8,-1,"Connor Barth","K",NA,NA,NA,NA,NA,NA,NA,2016
2532968,28.6,35.7,37.3,7.1,-1,"Blair Walsh","K",NA,NA,NA,NA,NA,NA,NA,2016
2533444,27.4,31.8,33.2,4.4,-1,"Randy Bullock","K",NA,NA,NA,NA,NA,NA,NA,2016
2534797,20.4,25.4,27.6,5,-1,"Greg Zuerlein","K",NA,NA,NA,NA,NA,NA,NA,2016
2536340,32.1,34.3,34.5,2.2,-1,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2016
2539227,31.9,38.6,37.8,6.7,-1,"Dustin Hopkins","K",NA,NA,NA,NA,NA,NA,NA,2016
2539637,31.1,36.6,36.9,5.5,-1,"Caleb Sturgis","K",NA,NA,NA,NA,NA,NA,NA,2016
2541556,26.9,31.2,32.9,4.3,-1,"Brandon McManus","K",NA,NA,NA,NA,NA,NA,NA,2016
2550325,22.8,28.7,26.7,5.9,-1,"Chandler Catanzaro","K",NA,NA,NA,NA,NA,NA,NA,2016
2550380,19.6,24.6,25.3,5,-1,"Cody Parkey","K",NA,NA,NA,NA,NA,NA,NA,2016
2550545,30.6,34.3,42.1,3.7,-1,"Chris Boswell","K",NA,NA,NA,NA,NA,NA,NA,2016
2550636,28.2,32.3,38,4.1,-1,"Cairo Santos","K",NA,NA,NA,NA,NA,NA,NA,2016
2553648,19.4,24.6,33.5,5.2,-1,"Andrew Franks","K",NA,NA,NA,NA,NA,NA,NA,2016
2553833,29,35.7,39.2,6.7,-1,"Josh Lambo","K",NA,NA,NA,NA,NA,NA,NA,2016
2556601,29.8,36.2,47,6.4,-1,"Wil Lutz","K",NA,NA,NA,NA,NA,NA,NA,2016
71309,0,NA,0,NA,3,"Graham Gano","K",NA,0,0,0,0,0,NA,2016
89802,0,NA,0,NA,3,"Ryan Succop","K",NA,0,0,0,0,0,NA,2016
2495150,0,NA,0,NA,3,"Kai Forbath","K",NA,0,0,0,0,0,NA,2016
2495259,0,NA,0,NA,3,"Dan Bailey","K",NA,0,0,0,0,0,NA,2016
2500351,0,NA,0,NA,3,"Phil Dawson","K",NA,0,0,0,0,0,NA,2016
2503471,0,NA,0,NA,3,"Adam Vinatieri","K",NA,0,0,0,0,0,NA,2016
2504257,0,NA,0,NA,3,"Sebastian Janikowski","K",NA,0,0,0,0,0,NA,2016
2504797,0,NA,0,NA,3,"Matt Bryant","K",NA,0,0,0,0,0,NA,2016
2506194,0,NA,0,NA,3,"Nick Novak","K",NA,0,0,0,0,0,NA,2016
2506264,0,NA,0,NA,3,"Robbie Gould","K",NA,0,0,0,0,0,NA,2016
2506386,0,NA,0,NA,3,"Mike Nugent","K",NA,0,0,0,0,0,NA,2016
2506677,0,NA,0,NA,3,"Matt Prater","K",NA,0,0,0,0,0,NA,2016
2506922,0,NA,0,NA,3,"Stephen Gostkowski","K",NA,0,0,0,0,0,NA,2016
2507225,0,NA,0,NA,3,"Nick Folk","K",NA,0,0,0,0,0,NA,2016
2507232,0,NA,0,NA,3,"Mason Crosby","K",NA,0,0,0,0,0,NA,2016
2507374,0,NA,0,NA,3,"Steven Hauschka","K",NA,0,0,0,0,0,NA,2016
2507401,0,NA,0,NA,3,"Dan Carpenter","K",NA,0,0,0,0,0,NA,2016
2507463,0,NA,0,NA,3,"Connor Barth","K",NA,0,0,0,0,0,NA,2016
2532968,0,NA,0,NA,3,"Blair Walsh","K",NA,0,0,0,0,0,NA,2016
2533444,0,NA,0,NA,3,"Randy Bullock","K",NA,0,0,0,0,0,NA,2016
2534797,0,NA,0,NA,3,"Greg Zuerlein","K",NA,0,0,0,0,0,NA,2016
2536340,0,NA,0,NA,3,"Justin Tucker","K",NA,0,0,0,0,0,NA,2016
2539227,0,NA,0,NA,3,"Dustin Hopkins","K",NA,0,0,0,0,0,NA,2016
2539637,0,NA,0,NA,3,"Caleb Sturgis","K",NA,0,0,0,0,0,NA,2016
2541556,0,NA,0,NA,3,"Brandon McManus","K",NA,0,0,0,0,0,NA,2016
2542060,0,NA,0,NA,3,"Jordan Gay","K",NA,0,0,0,0,0,NA,2016
2543781,0,NA,0,NA,3,"Zach Hocker","K",NA,0,0,0,0,0,NA,2016
2550325,0,NA,0,NA,3,"Chandler Catanzaro","K",NA,0,0,0,0,0,NA,2016
2550380,0,NA,0,NA,3,"Cody Parkey","K",NA,0,0,0,0,0,NA,2016
2550545,0,NA,0,NA,3,"Chris Boswell","K",NA,0,0,0,0,0,NA,2016
2550551,0,NA,0,NA,3,"Travis Coons","K",NA,0,0,0,0,0,NA,2016
2550636,0,NA,0,NA,3,"Cairo Santos","K",NA,0,0,0,0,0,NA,2016
2553648,0,NA,0,NA,3,"Andrew Franks","K",NA,0,0,0,0,0,NA,2016
2553833,0,NA,0,NA,3,"Josh Lambo","K",NA,0,0,0,0,0,NA,2016
2556450,0,NA,0,NA,3,"Nick Rose","K",NA,0,0,0,0,0,NA,2016
2556601,0,NA,0,NA,3,"Wil Lutz","K",NA,0,0,0,0,0,NA,2016
2556607,0,NA,0,NA,3,"Ross Martin","K",NA,0,0,0,0,0,NA,2016
71309,0,NA,NA,NA,5,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2016
89802,0,NA,NA,NA,5,"Ryan Succop","K",NA,NA,NA,NA,NA,NA,NA,2016
2495150,0,NA,NA,NA,5,"Kai Forbath","K",NA,NA,NA,NA,NA,NA,NA,2016
2495259,0,NA,NA,NA,5,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2016
2500351,0,NA,NA,NA,5,"Phil Dawson","K",NA,NA,NA,NA,NA,NA,NA,2016
2503471,0,NA,NA,NA,5,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2016
2504257,0,NA,NA,NA,5,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2504797,0,NA,NA,NA,5,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2016
2506194,0,NA,NA,NA,5,"Nick Novak","K",NA,NA,NA,NA,NA,NA,NA,2016
2506264,0,NA,NA,NA,5,"Robbie Gould","K",NA,NA,NA,NA,NA,NA,NA,2016
2506677,0,NA,NA,NA,5,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2016
2506922,0,NA,NA,NA,5,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2507225,0,NA,NA,NA,5,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,2016
2507232,0,NA,NA,NA,5,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2016
2507374,0,NA,NA,NA,5,"Steven Hauschka","K",NA,NA,NA,NA,NA,NA,NA,2016
2507401,0,NA,NA,NA,5,"Dan Carpenter","K",NA,NA,NA,NA,NA,NA,NA,2016
2507463,0,NA,NA,NA,5,"Connor Barth","K",NA,NA,NA,NA,NA,NA,NA,2016
2532968,0,NA,NA,NA,5,"Blair Walsh","K",NA,NA,NA,NA,NA,NA,NA,2016
2533444,0,NA,NA,NA,5,"Randy Bullock","K",NA,NA,NA,NA,NA,NA,NA,2016
2534797,0,NA,NA,NA,5,"Greg Zuerlein","K",NA,NA,NA,NA,NA,NA,NA,2016
2536340,0,NA,NA,NA,5,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2016
2539227,0,NA,NA,NA,5,"Dustin Hopkins","K",NA,NA,NA,NA,NA,NA,NA,2016
2539637,0,NA,NA,NA,5,"Caleb Sturgis","K",NA,NA,NA,NA,NA,NA,NA,2016
2541556,0,NA,NA,NA,5,"Brandon McManus","K",NA,NA,NA,NA,NA,NA,NA,2016
2550325,0,NA,NA,NA,5,"Chandler Catanzaro","K",NA,NA,NA,NA,NA,NA,NA,2016
2550380,0,NA,NA,NA,5,"Cody Parkey","K",NA,NA,NA,NA,NA,NA,NA,2016
2550545,0,NA,NA,NA,5,"Chris Boswell","K",NA,NA,NA,NA,NA,NA,NA,2016
2550636,0,NA,NA,NA,5,"Cairo Santos","K",NA,NA,NA,NA,NA,NA,NA,2016
2553648,0,NA,NA,NA,5,"Andrew Franks","K",NA,NA,NA,NA,NA,NA,NA,2016
2553833,0,NA,NA,NA,5,"Josh Lambo","K",NA,NA,NA,NA,NA,NA,NA,2016
2556601,0,NA,NA,NA,5,"Wil Lutz","K",NA,NA,NA,NA,NA,NA,NA,2016
71309,27,32,37,5,6,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2016
89802,25,30,37,5,6,"Ryan Succop","K",NA,NA,NA,NA,NA,NA,NA,2016
2495150,12,14,16,2,6,"Kai Forbath","K",NA,NA,NA,NA,NA,NA,NA,2016
2495259,29,32,40,3,6,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2016
2500351,24,28,34,4,6,"Phil Dawson","K",NA,NA,NA,NA,NA,NA,NA,2016
2503471,28,30,37,2,6,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2016
2504257,26,34,39,8,6,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2504797,27,31,45,4,6,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2016
2506194,28,32,36,4,6,"Nick Novak","K",NA,NA,NA,NA,NA,NA,NA,2016
2506264,16,19,23,3,6,"Robbie Gould","K",NA,NA,NA,NA,NA,NA,NA,2016
2506677,27,30,32,3,6,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2016
2506922,31,34,43,3,6,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2507225,25,29,37,4,6,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,2016
2507232,27,32,39,5,6,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2016
2507374,30,33,42,3,6,"Steven Hauschka","K",NA,NA,NA,NA,NA,NA,NA,2016
2507401,27,30,31,3,6,"Dan Carpenter","K",NA,NA,NA,NA,NA,NA,NA,2016
2507463,26,30,34,4,6,"Connor Barth","K",NA,NA,NA,NA,NA,NA,NA,2016
2533444,9,10,10,1,6,"Randy Bullock","K",NA,NA,NA,NA,NA,NA,NA,2016
2534797,25,32,31,7,6,"Greg Zuerlein","K",NA,NA,NA,NA,NA,NA,NA,2016
2536340,29,33,40,4,6,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2016
2539227,27,30,39,3,6,"Dustin Hopkins","K",NA,NA,NA,NA,NA,NA,NA,2016
2539637,25,32,31,7,6,"Caleb Sturgis","K",NA,NA,NA,NA,NA,NA,NA,2016
2541556,27,33,35,6,6,"Brandon McManus","K",NA,NA,NA,NA,NA,NA,NA,2016
2542060,0,0,0,0,6,"Jordan Gay","K",NA,NA,NA,NA,NA,NA,NA,2016
2550325,28,31,41,3,6,"Chandler Catanzaro","K",NA,NA,NA,NA,NA,NA,NA,2016
2550380,20,23,27,3,6,"Cody Parkey","K",NA,NA,NA,NA,NA,NA,NA,2016
2550545,27,30,45,3,6,"Chris Boswell","K",NA,NA,NA,NA,NA,NA,NA,2016
2550636,27,33,39,6,6,"Cairo Santos","K",NA,NA,NA,NA,NA,NA,NA,2016
2553648,26,32,36,6,6,"Andrew Franks","K",NA,NA,NA,NA,NA,NA,NA,2016
2556450,0,0,0,0,6,"Nick Rose","K",NA,NA,NA,NA,NA,NA,NA,2016
2556601,25,28,42,3,6,"Wil Lutz","K",NA,NA,NA,NA,NA,NA,NA,2016
2556607,0,0,0,0,6,"Ross Martin","K",NA,NA,NA,NA,NA,NA,NA,2016
71309,28,33,46,5,7,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2016
71309,28,34,38,6,7,"Graham Gano","K",NA,NA,NA,NA,NA,NA,NA,2016
89802,24,27,40,3,7,"Ryan Succop","K",NA,NA,NA,NA,NA,NA,NA,2016
2495150,26,28,33,2,7,"Kai Forbath","K",NA,NA,NA,NA,NA,NA,NA,2016
2495259,28,31,42,3,7,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2016
2495259,27,30,42,3,7,"Dan Bailey","K",NA,NA,NA,NA,NA,NA,NA,2016
2503471,26,30,42,4,7,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2016
2503471,22,27,40,5,7,"Adam Vinatieri","K",NA,NA,NA,NA,NA,NA,NA,2016
2504257,26,31,43,5,7,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2504257,22,27,41,5,7,"Sebastian Janikowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2504797,30,34,48,4,7,"Matt Bryant","K",NA,NA,NA,NA,NA,NA,NA,2016
2506194,29,35,33,6,7,"Nick Novak","K",NA,NA,NA,NA,NA,NA,NA,2016
2506194,23,28,38,5,7,"Nick Novak","K",NA,NA,NA,NA,NA,NA,NA,2016
2506677,27,31,35,4,7,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2016
2506677,24,28,36,4,7,"Matt Prater","K",NA,NA,NA,NA,NA,NA,NA,2016
2506922,32,35,46,3,7,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2506922,29,33,50,4,7,"Stephen Gostkowski","K",NA,NA,NA,NA,NA,NA,NA,2016
2507225,28,31,40,3,7,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,2016
2507232,26,30,48,4,7,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2016
2507232,25,29,49,4,7,"Mason Crosby","K",NA,NA,NA,NA,NA,NA,NA,2016
2507374,30,34,41,4,7,"Steven Hauschka","K",NA,NA,NA,NA,NA,NA,NA,2016
2507401,25,29,39,4,7,"Dan Carpenter","K",NA,NA,NA,NA,NA,NA,NA,2016
2507463,28,33,35,5,7,"Connor Barth","K",NA,NA,NA,NA,NA,NA,NA,2016
2533444,24,29,37,5,7,"Randy Bullock","K",NA,NA,NA,NA,NA,NA,NA,2016
2536340,32,34,37,2,7,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2016
2536340,31,35,35,4,7,"Justin Tucker","K",NA,NA,NA,NA,NA,NA,NA,2016
2539227,29,34,34,5,7,"Dustin Hopkins","K",NA,NA,NA,NA,NA,NA,NA,2016
2539227,24,28,38,4,7,"Dustin Hopkins","K",NA,NA,NA,NA,NA,NA,NA,2016
2539637,30,35,39,5,7,"Caleb Sturgis","K",NA,NA,NA,NA,NA,NA,NA,2016
2541556,29,34,40,5,7,"Brandon McManus","K",NA,NA,NA,NA,NA,NA,NA,2016
