"name","pos","season","analyst_-1","analyst_4","analyst_5","analyst_7","analyst_9","trim_name"
"49ers","DST",2014,0,0,0,0,0,"49ERS"
"A.J. Green","WR",2012,173.8,169.4,163.2,163.8,165.91,"AJGREEN"
"A.J. Green","WR",2013,203.4,204.4,194,194,199,"AJGREEN"
"A.J. Green","WR",2014,194.8,199.6,216.3,190.7,194.52,"AJGREEN"
"A.J. Jenkins","WR",2012,0,0,0,9.6,24.26,"AJJENKINS"
"A.J. Jenkins","WR",2013,0,38.8,57.9,31.6,38.77,"AJJENKINS"
"A.J. Jenkins","WR",2014,18.1,0,57.2,23.9,37.71,"AJJENKINS"
"Aaron Brown","RB",2012,0,0,0,0,0,"AARONBROWN"
"Aaron Dobson","WR",2013,91.6,69.4,80.7,43.5,78.74,"AARONDOBSON"
"Aaron Dobson","WR",2014,57.7,91.2,114.3,28.5,68.8,"AARONDOBSON"
"Aaron Hernandez","TE",2012,129.4,121.3,120.7,135.5,127.04,"AARONHERNANDEZ"
"Aaron Hernandez","TE",2013,0,0,0,0,2,"AARONHERNANDEZ"
"Aaron Mellette","WR",2013,0,23.2,0,4.5,10.4,"AARONMELLETTE"
"Aaron Murray","QB",2014,0,0,0,0,0,"AARONMURRAY"
"Aaron Rodgers","QB",2012,0,470.08,448.78,465.46,466.6,"AARONRODGERS"
"Aaron Rodgers","QB",2013,431.74,436.26,414.68,414.7,423.154,"AARONRODGERS"
"Aaron Rodgers","QB",2014,421.26,429.62,410.08,413.2,420.38,"AARONRODGERS"
"Ace Sanders","WR",2013,0,0,59.1,25.9,38.93,"ACESANDERS"
"Ace Sanders","WR",2014,0,41.4,80.1,27.9,35.88,"ACESANDERS"
"Adam Thielen","WR",2014,11,0,0,0,8.25,"ADAMTHIELEN"
"Adam Vinatieri","K",2014,0,0,0,0,0,"ADAMVINATIERI"
"Adam Weber","QB",2012,0,0,0,0,0,"ADAMWEBER"
"Adam Weber","QB",2013,0,0,0,0,0,"ADAMWEBER"
"Adrian Arrington","WR",2012,0,0,0,5.4,21.09,"ADRIANARRINGTON"
"Adrian Peterson","RB",2012,187.8,180.1,193.6,178.1,188.13,"ADRIANPETERSON"
"Adrian Peterson","RB",2013,274.6,284,287.8,272.4,273.05,"ADRIANPETERSON"
"Adrian Peterson","RB",2014,218.6,255.4,252,242.2,237.08,"ADRIANPETERSON"
"Adrien Robinson","TE",2012,0,0,0,0,6.22,"ADRIENROBINSON"
"Adrien Robinson","TE",2013,0,0,0,20.1,15.63,"ADRIENROBINSON"
"Adrien Robinson","TE",2014,40.8,0,0,44.4,43.35,"ADRIENROBINSON"
"Ahmad Bradshaw","RB",2012,191.57,173.4,176.6,195.6,184.35,"AHMADBRADSHAW"
"Ahmad Bradshaw","RB",2013,147.7,130.7,171.2,125.3,141.18,"AHMADBRADSHAW"
"Ahmad Bradshaw","RB",2014,74,50.9,106.3,67.8,70.18,"AHMADBRADSHAW"
"Ahmard Hall","RB",2012,0,0,0,0,0,"AHMARDHALL"
"AJ McCarron","QB",2014,0,0,26.78,0,0,"AJMCCARRON"
"Alan Bonner","WR",2013,0,0,0,0,4.33,"ALANBONNER"
"Alan Bonner","WR",2014,0,0,0,0,15.83,"ALANBONNER"
"Aldrick Robinson","WR",2012,0,0,0,0,0,"ALDRICKROBINSON"
"Aldrick Robinson","WR",2013,0,0,34.7,6.4,18.89,"ALDRICKROBINSON"
"Aldrick Robinson","WR",2014,25.9,0,38.6,0,26.5,"ALDRICKROBINSON"
"Alex Green","RB",2012,64.5,59.6,0,51.9,43.64,"ALEXGREEN"
"Alex Green","RB",2013,0,13.8,0,12.2,20.21,"ALEXGREEN"
"Alex Henery","K",2014,0,0,0,0,0,"ALEXHENERY"
"Alex Silvestro","TE",2013,0,0,0,0,0,"ALEXSILVESTRO"
"Alex Smith","QB",2012,293.93,244.8,284.96,257.42,269.42,"ALEXSMITH"
"Alex Smith","QB",2013,280.112,209.34,238.92,264.74,259.768,"ALEXSMITH"
"Alex Smith","QB",2014,283.66,255.58,319.74,304.06,290.014,"ALEXSMITH"
"Alex Smith","TE",2012,0,0,0,0,11,"ALEXSMITH"
"Alex Tanney","QB",2013,0,0,0,0,0,"ALEXTANNEY"
"Alfonso Smith","RB",2012,0,0,0,0,4.98,"ALFONSOSMITH"
"Alfonso Smith","RB",2013,0,0,0,0,0,"ALFONSOSMITH"
"Alfred Blue","RB",2014,49.6,21.9,0,31,35.66,"ALFREDBLUE"
"Alfred Morris","RB",2012,111.8,67.6,77.3,34.9,75.25,"ALFREDMORRIS"
"Alfred Morris","RB",2013,214.2,225.8,223.4,232.2,215.45,"ALFREDMORRIS"
"Alfred Morris","RB",2014,183.8,188.9,192.3,183.6,188.9,"ALFREDMORRIS"
"Allen Bradford","RB",2013,0,0,0,0,0.4,"ALLENBRADFORD"
"Allen Hurns","WR",2014,62.9,0,0,26,39.92,"ALLENHURNS"
"Allen Reisner","TE",2013,0,0,0,0,11.51,"ALLENREISNER"
"Allen Reisner","TE",2014,0,0,0,0,5.63,"ALLENREISNER"
"Allen Robinson","WR",2014,34.5,49.1,61.3,31.5,51.59,"ALLENROBINSON"
"Alshon Jeffery","WR",2012,95.13,70,0,53.2,74.94,"ALSHONJEFFERY"
"Alshon Jeffery","WR",2013,117.43,94.5,88.7,103,104.47,"ALSHONJEFFERY"
"Alshon Jeffery","WR",2014,169.6,190.9,187.6,175.4,184.75,"ALSHONJEFFERY"
"Alvester Alexander","RB",2014,0,0,0,0,6.53,"ALVESTERALEXANDER"
"Andre Brown","RB",2012,0,0,0,0,0,"ANDREBROWN"
"Andre Brown","RB",2013,132.84,114,110.1,75.9,125.32,"ANDREBROWN"
"Andre Brown","RB",2014,0,0,0,0,34.2,"ANDREBROWN"
"Andre Caldwell","WR",2012,0,0,0,25.6,46.31,"ANDRECALDWELL"
"Andre Caldwell","WR",2013,0,0,25.3,14.1,16.71,"ANDRECALDWELL"
"Andre Caldwell","WR",2014,28.3,40.2,29.8,39.5,40.91,"ANDRECALDWELL"
"Andre Ellington","RB",2013,32.4,29.9,0,0,32.26,"ANDREELLINGTON"
"Andre Ellington","RB",2014,170,168.4,191.6,192.1,180.7,"ANDREELLINGTON"
"Andre Holmes","WR",2012,0,0,0,0,0,"ANDREHOLMES"
"Andre Holmes","WR",2013,0,0,0,0,0,"ANDREHOLMES"
"Andre Holmes","WR",2014,90.8,58.3,70.4,27.1,70.63,"ANDREHOLMES"
"Andre Johnson","WR",2012,176.87,172.8,193.5,163.9,176.09,"ANDREJOHNSON"
"Andre Johnson","WR",2013,182.23,177.2,168.6,186.5,175.66,"ANDREJOHNSON"
"Andre Johnson","WR",2014,156.9,178.7,182.2,150,161.41,"ANDREJOHNSON"
"Andre Roberts","WR",2012,64.5,55.7,0,73.6,65.07,"ANDREROBERTS"
"Andre Roberts","WR",2013,79.77,87.9,90.5,75.9,86.21,"ANDREROBERTS"
"Andre Roberts","WR",2014,63.1,80.2,79.9,60.2,68.57,"ANDREROBERTS"
"Andre Smith","TE",2012,0,0,0,0,1.8,"ANDRESMITH"
"Andre Smith","TE",2013,0,0,0,0,0,"ANDRESMITH"
"Andre Williams","RB",2014,123.7,64,126,71.4,104.71,"ANDREWILLIAMS"
"Andrew Hawkins","WR",2012,0,0,0,0,19.38,"ANDREWHAWKINS"
"Andrew Hawkins","WR",2013,57.87,70.1,0,31.7,49.38,"ANDREWHAWKINS"
"Andrew Hawkins","WR",2014,98.5,85,114,93.2,86.18,"ANDREWHAWKINS"
"Andrew Helmick","WR",2013,0,0,0,0,0,"ANDREWHELMICK"
"Andrew Luck","QB",2012,318.498,208.52,282.76,227.74,274.99,"ANDREWLUCK"
"Andrew Luck","QB",2013,359.218,341.34,382.6,319.8,346.382,"ANDREWLUCK"
"Andrew Luck","QB",2014,360.32,335.34,373,360.1,355.958,"ANDREWLUCK"
"Andrew Quarless","TE",2012,0,0,0,0,3.86,"ANDREWQUARLESS"
"Andrew Quarless","TE",2013,0,0,0,17.8,15.81,"ANDREWQUARLESS"
"Andrew Quarless","TE",2014,0,50.7,80.1,33.5,39.41,"ANDREWQUARLESS"
"Andrew Szczerba","TE",2014,0,0,0,0,3.23,"ANDREWSZCZERBA"
"Andy Dalton","QB",2012,290.39,252.18,295.44,254.42,272.43,"ANDYDALTON"
"Andy Dalton","QB",2013,305.77,268.94,310.24,282.38,292.636,"ANDYDALTON"
"Andy Dalton","QB",2014,313.22,300.18,324.2,294.6,306.9,"ANDYDALTON"
"Andy Tanner","WR",2013,0,0,0,0,0,"ANDYTANNER"
"Andy Tanner","WR",2014,0,0,0,0,5.7,"ANDYTANNER"
"Anquan Boldin","WR",2012,124.13,114.1,127.6,108.4,120.82,"ANQUANBOLDIN"
"Anquan Boldin","WR",2013,120.7,125.9,135.7,122.7,121.51,"ANQUANBOLDIN"
"Anquan Boldin","WR",2014,102.2,122.1,125.7,103.7,107.67,"ANQUANBOLDIN"
"Anthony Allen","RB",2012,0,0,0,0,15.05,"ANTHONYALLEN"
"Anthony Allen","RB",2013,0,6.8,0,0,7.88,"ANTHONYALLEN"
"Anthony Armstrong","WR",2012,0,83.9,0,0,15.57,"ANTHONYARMSTRONG"
"Anthony Armstrong","WR",2013,0,0,0,0,17.09,"ANTHONYARMSTRONG"
"Anthony Armstrong","WR",2014,0,0,0,0,11.25,"ANTHONYARMSTRONG"
"Anthony Becht","TE",2012,0,0,0,0,0,"ANTHONYBECHT"
"Anthony Dixon","RB",2012,0,0,0,0,5.15,"ANTHONYDIXON"
"Anthony Dixon","RB",2013,0,0,0,10.9,17.19,"ANTHONYDIXON"
"Anthony Dixon","RB",2014,32.8,0,0,0,30.2,"ANTHONYDIXON"
"Anthony Fasano","TE",2012,54.6,53.8,0,83.5,60.42,"ANTHONYFASANO"
"Anthony Fasano","TE",2013,54.4,0,37.3,43.5,49.32,"ANTHONYFASANO"
"Anthony Fasano","TE",2014,45.8,0,45.4,39.2,40.62,"ANTHONYFASANO"
"Anthony Gonzalez","WR",2012,0,0,0,0,9.4,"ANTHONYGONZALEZ"
"Anthony McCoy","TE",2012,0,0,0,26,4.07,"ANTHONYMCCOY"
"Anthony McCoy","TE",2013,0,0,0,0,13.77,"ANTHONYMCCOY"
"Anthony McCoy","TE",2014,0,0,0,0,14.35,"ANTHONYMCCOY"
"Anthony Sherman","RB",2012,0,0,0,0,6.51,"ANTHONYSHERMAN"
"Anthony Sherman","RB",2013,0,0,0,0,3.91,"ANTHONYSHERMAN"
"Anthony Sherman","RB",2014,17.1,0,0,0,18.65,"ANTHONYSHERMAN"
"Antone Smith","RB",2012,0,0,0,0,6.2,"ANTONESMITH"
"Antone Smith","RB",2013,0,0,0,0,5.18,"ANTONESMITH"
"Antone Smith","RB",2014,37.1,0,0,0,7.35,"ANTONESMITH"
"Antonio Brown","WR",2012,143.3,129.4,132.3,159.7,134.25,"ANTONIOBROWN"
"Antonio Brown","WR",2013,144.03,138.2,151.7,147.3,144.86,"ANTONIOBROWN"
"Antonio Brown","WR",2014,171.5,190.2,189.9,187.6,184.69,"ANTONIOBROWN"
"Antonio Gates","TE",2012,136.33,142.8,137.7,136.5,141.36,"ANTONIOGATES"
"Antonio Gates","TE",2013,110.07,99.3,97.7,94.5,104.05,"ANTONIOGATES"
"Antonio Gates","TE",2014,106.8,84.4,97,90.2,95.87,"ANTONIOGATES"
"Arian Foster","RB",2012,0,302.9,290.6,306.1,280.97,"ARIANFOSTER"
"Arian Foster","RB",2013,229.53,266,310.4,221.9,242.15,"ARIANFOSTER"
"Arian Foster","RB",2014,177.6,188.1,210.6,196.9,188.08,"ARIANFOSTER"
"Armando Allen","RB",2012,0,0,0,0,0,"ARMANDOALLEN"
"Armando Allen","RB",2013,28.23,15.1,0,0,22.89,"ARMANDOALLEN"
"Armanti Edwards","WR",2012,0,0,0,0,8.4,"ARMANTIEDWARDS"
"Armanti Edwards","WR",2013,0,0,0,3.4,9.93,"ARMANTIEDWARDS"
"Armon Binns","WR",2012,50.37,32.7,0,17.1,44.5,"ARMONBINNS"
"Armon Binns","WR",2013,0,0,0,0,7.65,"ARMONBINNS"
"Armon Binns","WR",2014,0,0,0,0,11.55,"ARMONBINNS"
"Armond Smith","RB",2012,0,0,0,0,1.94,"ARMONDSMITH"
"Armond Smith","RB",2013,0,0,0,0,1.2,"ARMONDSMITH"
"Arrelious Benn","WR",2012,51.87,0,72.6,38.3,49.11,"ARRELIOUSBENN"
"Arrelious Benn","WR",2013,0,0,0,0,11.87,"ARRELIOUSBENN"
"Arrelious Benn","WR",2014,0,0,0,0,30.6,"ARRELIOUSBENN"
"Arthur Lynch","TE",2014,0,0,0,0,14.1,"ARTHURLYNCH"
"Austin Collie","WR",2012,62.93,75.4,71.8,71.6,79.51,"AUSTINCOLLIE"
"Austin Collie","WR",2013,0,82.3,50.1,0,47.43,"AUSTINCOLLIE"
"Austin Davis","QB",2013,0,0,0,0,1.736,"AUSTINDAVIS"
"Austin Davis","QB",2014,49.82,0,0,0,41.63,"AUSTINDAVIS"
"Austin Pettis","WR",2012,0,0,0,0,26.6,"AUSTINPETTIS"
"Austin Pettis","WR",2013,0,0,34.1,48.5,47.49,"AUSTINPETTIS"
"Austin Pettis","WR",2014,36.1,0,70.8,7.9,29.15,"AUSTINPETTIS"
"Austin Seferian-Jenkins","TE",2014,83.1,56.1,68.9,39.7,61.38,"AUSTINSEFERIANJENKINS"
"B.J. Coleman","QB",2012,0,0,0,0,0,"BJCOLEMAN"
"B.J. Coleman","QB",2013,0,0,0,0,0,"BJCOLEMAN"
"B.J. Cunningham","WR",2012,0,0,0,0,19.61,"BJCUNNINGHAM"
"B.J. Daniels","QB",2013,0,0,0,0,0,"BJDANIELS"
"Baron Batch","RB",2012,0,0,0,0,4.29,"BARONBATCH"
"Baron Batch","RB",2013,0,0,0,0,12.02,"BARONBATCH"
"Beanie Wells","RB",2012,122.67,128.3,168.9,148.2,141.4,"BEANIEWELLS"
"Beanie Wells","RB",2013,0,39.8,0,0,0,"BEANIEWELLS"
"Bear Pascoe","RB",2012,0,0,0,0,15.1,"BEARPASCOE"
"Bear Pascoe","TE",2012,27.23,0,0,0,24.73,"BEARPASCOE"
"Bear Pascoe","TE",2013,0,0,0,0,8.51,"BEARPASCOE"
"Bear Pascoe","TE",2014,0,0,0,0,12,"BEARPASCOE"
"Bears","DST",2014,0,0,0,0,0,"BEARS"
"Ben Hartsock","TE",2012,0,0,0,0,8.43,"BENHARTSOCK"
"Ben Hartsock","TE",2013,0,0,0,7.9,4.59,"BENHARTSOCK"
"Ben Obomanu","WR",2012,0,0,0,40.6,31.07,"BENOBOMANU"
"Ben Obomanu","WR",2013,0,0,24.6,0,12.3,"BENOBOMANU"
"Ben Roethlisberger","QB",2012,323.52,293.04,338.86,305.24,299.898,"BENROETHLISBERGER"
"Ben Roethlisberger","QB",2013,295.43,279.1,280.82,260.4,278.652,"BENROETHLISBERGER"
"Ben Roethlisberger","QB",2014,337.54,295.76,323.96,311.68,321.962,"BENROETHLISBERGER"
"Ben Tate","RB",2012,111.8,132.4,138.2,121,114.94,"BENTATE"
"Ben Tate","RB",2013,116.07,72.9,97.7,115.1,103.12,"BENTATE"
"Ben Tate","RB",2014,149.6,175.7,166.9,153.2,155.47,"BENTATE"
"Ben Watson","TE",2012,0,0,0,77,0,"BENWATSON"
"Ben Watson","TE",2013,0,0,0,16.4,0,"BENWATSON"
"Ben Watson","TE",2014,0,0,0,39.5,0,"BENWATSON"
"Bengals","DST",2014,0,0,0,0,0,"BENGALS"
"Benjamin Watson","TE",2012,48.4,46.6,70.3,0,60.25,"BENJAMINWATSON"
"Benjamin Watson","TE",2013,32.47,0,52.1,0,33.3,"BENJAMINWATSON"
"Benjamin Watson","TE",2014,0,0,0,0,31.14,"BENJAMINWATSON"
"BenJarvus Green-Ellis","RB",2012,167.47,138.9,152.2,151.5,155,"BENJARVUSGREENELLIS"
"BenJarvus Green-Ellis","RB",2013,111.96,130.4,142.5,117.7,119.6,"BENJARVUSGREENELLIS"
"BenJarvus Green-Ellis","RB",2014,0,38.4,0,0,40.19,"BENJARVUSGREENELLIS"
"Benny Cunningham","RB",2013,0,0,0,0,7.16,"BENNYCUNNINGHAM"
"Benny Cunningham","RB",2014,83.7,44.6,73.6,46.3,68,"BENNYCUNNINGHAM"
"Bernard Pierce","RB",2012,59.9,56.7,0,61.9,54.58,"BERNARDPIERCE"
"Bernard Pierce","RB",2013,114.06,70.5,81.2,91.9,98.84,"BERNARDPIERCE"
"Bernard Pierce","RB",2014,112,81.6,132.5,92.3,110.77,"BERNARDPIERCE"
"Bernard Scott","RB",2012,78.5,105.2,73.3,73.9,79.8,"BERNARDSCOTT"
"Bernard Scott","RB",2013,0,18.6,10.4,0,18.95,"BERNARDSCOTT"
"Bilal Powell","RB",2012,60.5,52.1,0,43.8,39.04,"BILALPOWELL"
"Bilal Powell","RB",2013,92.67,82.3,37,80.4,80.66,"BILALPOWELL"
"Bilal Powell","RB",2014,48.8,42.3,45.6,58.7,50.47,"BILALPOWELL"
"Bills","DST",2014,0,0,0,0,0,"BILLS"
"Billy Bajema","TE",2012,0,0,0,0,4.98,"BILLYBAJEMA"
"Billy Bajema","TE",2013,0,0,12.8,0,6.4,"BILLYBAJEMA"
"Billy Cundiff","K",2014,0,0,0,0,0,"BILLYCUNDIFF"
"Bishop Sankey","RB",2014,144.5,129.6,168.1,161.4,156.88,"BISHOPSANKEY"
"Blaine Gabbert","QB",2012,237.778,186.06,231.36,201.34,206.458,"BLAINEGABBERT"
"Blaine Gabbert","QB",2013,208.898,113.14,139.8,102.86,153.262,"BLAINEGABBERT"
"Blaine Gabbert","QB",2014,0,0,47.9,13.12,9.1,"BLAINEGABBERT"
"Blair Walsh","K",2014,0,0,0,0,0,"BLAIRWALSH"
"Blake Bortles","QB",2014,168.76,88.5,60.96,76.66,99.598,"BLAKEBORTLES"
"Bobby Rainey","RB",2012,0,0,0,0,15.07,"BOBBYRAINEY"
"Bobby Rainey","RB",2013,0,0,0,0,0,"BOBBYRAINEY"
"Bobby Rainey","RB",2014,64.7,37.5,70.1,29,44.56,"BOBBYRAINEY"
"Brad Smelley","RB",2012,0,0,0,0,9.2,"BRADSMELLEY"
"Brad Smelley","TE",2013,0,0,0,0,0.2,"BRADSMELLEY"
"Brad Smelley","TE",2014,0,0,0,0,0.9,"BRADSMELLEY"
"Brad Smith","WR",2012,0,0,0,42,17.69,"BRADSMITH"
"Brad Smith","WR",2013,0,0,0,0,16.73,"BRADSMITH"
"Brad Smith","WR",2014,0,0,0,0,4.05,"BRADSMITH"
"Brad Sorensen","QB",2013,0,0,0,0,0,"BRADSORENSEN"
"Brad Sorensen","QB",2014,0,0,0,0,0,"BRADSORENSEN"
"Bradie Ewing","RB",2012,0,0,0,0,3.59,"BRADIEEWING"
"Bradie Ewing","RB",2013,0,0,0,0,3.24,"BRADIEEWING"
"Brady Quinn","QB",2012,7.87,0,0,35.7,21.178,"BRADYQUINN"
"Brady Quinn","QB",2013,0,0,0,0,1.58,"BRADYQUINN"
"Brandin Cooks","WR",2014,126.3,91.8,146.4,97.7,111,"BRANDINCOOKS"
"Brandon Banks","WR",2012,0,0,0,0,-5.4,"BRANDONBANKS"
"Brandon Barden","TE",2013,0,0,0,0,0,"BRANDONBARDEN"
"Brandon Barden","TE",2014,0,0,0,0,3.08,"BRANDONBARDEN"
"Brandon Bolden","RB",2012,0,0,0,0,16.31,"BRANDONBOLDEN"
"Brandon Bolden","RB",2013,23.3,18.1,0,17.2,21.42,"BRANDONBOLDEN"
"Brandon Bolden","RB",2014,15.6,44.6,47.2,26,42.07,"BRANDONBOLDEN"
"Brandon Bostick","TE",2013,0,0,0,0,0,"BRANDONBOSTICK"
"Brandon Bostick","TE",2014,41.3,41.5,0,24.7,38.82,"BRANDONBOSTICK"
"Brandon Collins","WR",2013,0,0,0,0,0,"BRANDONCOLLINS"
"Brandon Gibson","WR",2012,0,0,0,17.5,31.39,"BRANDONGIBSON"
"Brandon Gibson","WR",2013,73.63,65.7,70.4,57.5,71.86,"BRANDONGIBSON"
"Brandon Gibson","WR",2014,49.1,0,76.4,47,54.69,"BRANDONGIBSON"
"Brandon Jackson","RB",2012,44.9,0,0,0,39.55,"BRANDONJACKSON"
"Brandon Jackson","RB",2013,0,39.5,0,0,39.61,"BRANDONJACKSON"
"Brandon Jacobs","RB",2012,71.9,60,71.1,42.8,57.83,"BRANDONJACOBS"
"Brandon Jacobs","RB",2013,0,0,0,0,0,"BRANDONJACOBS"
"Brandon Kaufman","WR",2013,0,0,0,0,0,"BRANDONKAUFMAN"
"Brandon LaFell","WR",2012,109.4,90.1,101.1,74.5,99.08,"BRANDONLAFELL"
"Brandon LaFell","WR",2013,104.8,78.7,101.2,83.5,100.17,"BRANDONLAFELL"
"Brandon LaFell","WR",2014,36.4,86.1,71.2,20.9,58.56,"BRANDONLAFELL"
"Brandon Lloyd","WR",2012,150,136.4,150.6,118.7,144.66,"BRANDONLLOYD"
"Brandon Lloyd","WR",2013,0,74.4,0,0,0,"BRANDONLLOYD"
"Brandon Lloyd","WR",2014,38.2,0,0,18.9,31.21,"BRANDONLLOYD"
"Brandon Marshall","WR",2012,168.67,150.9,167.5,163.6,164.18,"BRANDONMARSHALL"
"Brandon Marshall","WR",2013,198.8,196.8,201.1,185,195.65,"BRANDONMARSHALL"
"Brandon Marshall","WR",2014,195.8,195,203,177.4,189.71,"BRANDONMARSHALL"
"Brandon McManus","K",2014,0,0,0,0,0,"BRANDONMCMANUS"
"Brandon Myers","TE",2012,0,0,0,46.5,31.79,"BRANDONMYERS"
"Brandon Myers","TE",2013,95.6,98.5,99.7,80,94.52,"BRANDONMYERS"
"Brandon Myers","TE",2014,42,0,63.2,46.4,35.59,"BRANDONMYERS"
"Brandon Pettigrew","TE",2012,110.73,100,113.2,114.5,106.33,"BRANDONPETTIGREW"
"Brandon Pettigrew","TE",2013,94.87,84.7,81.8,98.5,91.14,"BRANDONPETTIGREW"
"Brandon Pettigrew","TE",2014,0,43.7,56.1,51.5,44.31,"BRANDONPETTIGREW"
"Brandon Saine","RB",2012,35.97,0,43.4,13,26.49,"BRANDONSAINE"
"Brandon Stokley","WR",2012,0,55.3,0,63.6,53.63,"BRANDONSTOKLEY"
"Brandon Stokley","WR",2013,60.63,0,0,28.2,55.02,"BRANDONSTOKLEY"
"Brandon Tate","WR",2012,0,0,0,78.9,46.09,"BRANDONTATE"
"Brandon Tate","WR",2013,0,0,22,0,11.63,"BRANDONTATE"
"Brandon Tate","WR",2014,0,0,0,20.1,4.53,"BRANDONTATE"
"Brandon Weeden","QB",2012,234.452,176.98,166.3,196.6,201.774,"BRANDONWEEDEN"
"Brandon Weeden","QB",2013,280.038,208.78,199.04,226.38,244.404,"BRANDONWEEDEN"
"Brandon Weeden","QB",2014,6.32,0,0,13.24,15.552,"BRANDONWEEDEN"
"Brandon Williams","TE",2013,0,0,0,0,0,"BRANDONWILLIAMS"
"Brandon Williams","TE",2014,0,0,0,0,0.9,"BRANDONWILLIAMS"
"Braylon Edwards","WR",2012,80.2,78.3,0,31.5,60.89,"BRAYLONEDWARDS"
"Braylon Edwards","WR",2013,0,81.2,40.9,0,55,"BRAYLONEDWARDS"
"Brent Celek","TE",2012,100.77,99.4,97.4,114.5,100.02,"BRENTCELEK"
"Brent Celek","TE",2013,61.1,65,69.4,59.3,62.66,"BRENTCELEK"
"Brent Celek","TE",2014,58.7,47.5,70,55.6,61.29,"BRENTCELEK"
"Brenton Bersin","WR",2014,37.9,0,0,0,22.75,"BRENTONBERSIN"
"Brett Brackett","TE",2012,0,0,0,0,3.3,"BRETTBRACKETT"
"Brett Brackett","TE",2013,0,0,0,0,6.22,"BRETTBRACKETT"
"Brett Swain","WR",2012,0,0,0,0,9.54,"BRETTSWAIN"
"Brett Swain","WR",2013,0,0,0,0,0,"BRETTSWAIN"
"Brian Hartline","WR",2012,67.07,34.1,0,67.4,59.33,"BRIANHARTLINE"
"Brian Hartline","WR",2013,100.97,83.7,90.4,117.5,101.02,"BRIANHARTLINE"
"Brian Hartline","WR",2014,105.6,90.6,127.8,115,102.48,"BRIANHARTLINE"
"Brian Hoyer","QB",2012,1.432,0,0,0,8.966,"BRIANHOYER"
"Brian Hoyer","QB",2013,3.702,0,0,0,10.658,"BRIANHOYER"
"Brian Hoyer","QB",2014,93.78,78.86,187.1,68.06,72.086,"BRIANHOYER"
"Brian Leonard","RB",2012,29.56,0,0,25.6,33.45,"BRIANLEONARD"
"Brian Leonard","RB",2013,37.17,0,13.5,22.3,29.09,"BRIANLEONARD"
"Brian Quick","WR",2012,96.03,38.6,0,100.5,78.21,"BRIANQUICK"
"Brian Quick","WR",2013,52.67,69.1,91.8,22.7,55.2,"BRIANQUICK"
"Brian Quick","WR",2014,80.3,0,87.8,60.9,65.63,"BRIANQUICK"
"Brian Robiskie","WR",2012,0,0,0,0,11.36,"BRIANROBISKIE"
"Brian Robiskie","WR",2013,0,0,0,0,12.6,"BRIANROBISKIE"
"Brice Butler","WR",2013,0,0,0,3.2,25.46,"BRICEBUTLER"
"Brice Butler","WR",2014,19.8,0,0,0,21.38,"BRICEBUTLER"
"Brit Miller","RB",2012,0,0,0,0,4.05,"BRITMILLER"
"Brit Miller","RB",2013,0,0,0,0,1.28,"BRITMILLER"
"Brittan Golden","WR",2014,0,0,0,0,8.55,"BRITTANGOLDEN"
"Brock Bolen","RB",2012,0,0,0,0,0.1,"BROCKBOLEN"
"Brock Bolen","RB",2013,0,0,0,0,0.81,"BROCKBOLEN"
"Brock Osweiler","QB",2012,13.46,0,0,1.8,12.26,"BROCKOSWEILER"
"Brock Osweiler","QB",2013,5.998,0,0,1.8,5.218,"BROCKOSWEILER"
"Brock Osweiler","QB",2014,0,0,0,3.56,2.93,"BROCKOSWEILER"
"Brody Eldridge","TE",2012,0,0,0,0,0,"BRODYELDRIDGE"
"Brody Eldridge","TE",2013,0,0,0,0,2.49,"BRODYELDRIDGE"
"Broncos","DST",2014,0,0,0,0,0,"BRONCOS"
"Browns","DST",2014,0,0,0,0,0,"BROWNS"
"Bruce Ellington","WR",2014,11.7,0,42.7,0,21.05,"BRUCEELLINGTON"
"Bruce Gradkowski","QB",2012,0,0,0,3.2,5.152,"BRUCEGRADKOWSKI"
"Bruce Gradkowski","QB",2013,12.282,37.92,0,15.4,22.342,"BRUCEGRADKOWSKI"
"Bruce Gradkowski","QB",2014,0,0,0,0,21.23,"BRUCEGRADKOWSKI"
"Bruce Miller","RB",2012,0,0,0,0,8.24,"BRUCEMILLER"
"Bruce Miller","RB",2013,0,0,0,0,6.6,"BRUCEMILLER"
"Bruce Miller","RB",2014,11.6,0,0,0,17.55,"BRUCEMILLER"
"Bryan Walters","WR",2012,0,0,0,0,0,"BRYANWALTERS"
"Bryan Walters","WR",2013,0,0,0,0,0,"BRYANWALTERS"
"Bryant Johnson","WR",2012,0,0,0,0,18.34,"BRYANTJOHNSON"
"Bryce Brown","RB",2012,0,23.8,0,16.9,12.52,"BRYCEBROWN"
"Bryce Brown","RB",2013,114.57,82.5,74.6,100.2,95.45,"BRYCEBROWN"
"Bryce Brown","RB",2014,26.1,49.1,49.7,33.8,40.01,"BRYCEBROWN"
"Buccaneers","DST",2014,0,0,0,0,0,"BUCCANEERS"
"Byron Leftwich","QB",2012,3.828,0,0,0,3.782,"BYRONLEFTWICH"
"C.J. Anderson","RB",2013,0,0,0,0,0,"CJANDERSON"
"C.J. Anderson","RB",2014,24.5,74.6,80.3,57,58.68,"CJANDERSON"
"C.J. Fiedorowicz","TE",2014,69.2,47.1,0,17.5,41.81,"CJFIEDOROWICZ"
"C.J. Spiller","RB",2012,115.7,131.7,111.1,98.9,119.02,"CJSPILLER"
