"season","gsis_id","prev_season","games","pass_att","pass_comp","pass_yds","avg_pass_yds","sd_pass_yds","yac","pass_length","avg_pass_length","sd_pass_length","pass_tds","pass_int","fumbles","avg_pass_ydnorm_dvoa","avg_pass_yds_dvoa","sum_pass_yds_dvoa","avg_pass_ydnorm_voa","avg_pass_yds_voa","sum_pass_yds_voa","rush_att","rush_yds","avg_rush_yds","sd_rush_yds","rush_tds","avg_rush_ydnorm_dvoa","avg_rush_yds_dvoa","sum_rush_yds_dvoa","avg_rush_ydnorm_voa","avg_rush_yds_voa","sum_rush_yds_voa","rec","rec_yds","avg_rec_yds","sd_rec_yds","rec_tds","avg_rec_ydnorm_dvoa","avg_rec_yds_dvoa","sum_rec_yds_dvoa","avg_rec_ydnorm_voa","avg_rec_yds_voa","sum_rec_yds_voa","prev_yr_pts"
2010,"00-0010346",2009,16,571,393,4445,7.65060240963855,10.2464520595615,1974,4843,8.33562822719449,9.69531992462638,33,17,6,0.510111624416773,1.27600961935448,741.361588844955,0.511613321100851,1.46251442132353,849.720878788973,3,5,1.66666666666667,5,0,0.398201475276384,-1.68901098901099,-5.06703296703297,0.323350198214072,-2.86991506590174,-8.60974519770522,0,0,0,0,0,0,0,0,0,0,0,330.3
2010,"00-0010609",2009,1,1,1,0,0,0,3,-3,-3,0,0,0,0,0.299909551879275,-1.6,-1.6,0.254951458738502,-8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"00-0011022",2009,14,441,265,3306,6.93081761006289,12.0676243181104,1648,3831,8.0314465408805,11.4756344272622,22,10,12,0.471823738661324,0.700462360637952,334.120546024303,0.468787655602584,0.660544783045386,315.079861512649,24,155,6.45833333333333,155,2,0.555923257319418,1.0527805360391,25.2667328649384,0.52873017071439,1.24386918402489,29.8528604165974,1,1,1,0,0,0.274197834023895,-6.83050847457627,-6.83050847457627,0.292642096888581,-5.898605414274,-5.898605414274,247.84
2010,"00-0011626",2009,1,1,1,25,25,0,6,19,19,0,1,0,0,0.907061633817062,17.5,17.5,0.997640303671008,19.304347826087,19.304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2010,"00-0015194",2009,2,2,1,84,42,9.89949493661167,6,43,21.5,10.6066017177982,1,1,0,0.980773958812022,18.5,37,0.981962075791677,33.2142857142857,66.4285714285714,1,8,8,8,1,1,0,0,0.873809689732274,4.33333333333333,4.33333333333333,0,0,0,0,0,0,0,0,0,0,0,14.16
2010,"00-0017200",2009,15,508,340,3599,6.76503759398496,8.60753728515567,1595,3936,7.3984962406015,8.65291377254881,29,15,16,0.497484468939809,0.41552785188379,221.060817202176,0.503338016527678,0.588308890599426,312.980329798895,9,20,2.22222222222222,20,0,0.371476602297633,-2.28066366709163,-20.5259730038247,0.385149134557622,-2.26618631352826,-20.3956768217544,0,0,0,0,0,0,0,0,0,0,0,257.96
2010,"00-0017915",2009,16,1,0,0,0,0,0,3,3,0,0,1,5,1,0,0,0.222354840613428,-1.21052631578947,-1.21052631578947,241,1120,4.64730290456432,1120,11,0.479069150190988,0.141621107341148,34.1306868692167,0.482646839283364,0.221753132399093,53.4425049081814,35,264,4.9811320754717,9.38593580850899,2,0.427516886386942,-0.971390655783241,-51.4837047565118,0.425185692401595,-1.24143868284737,-65.7962501909105,204.4
2010,"00-0019041",2009,2,31,20,230,7.1875,10.7626519696288,163,174,5.4375,11.115050824837,1,1,1,0.48970317331769,0.973994549118613,31.1678255717956,0.485639516574099,1.04767742059904,33.5256774591692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2
2010,"00-0019559",2009,3,72,50,383,4.91025641025641,6.71340178819677,148,554,7.1025641025641,10.047406777392,1,2,5,0.467728948327003,-1.0908630139185,-85.0873150856428,0.461819370516874,-1.05691778305555,-82.4395870783329,3,7,2.33333333333333,7,0,0.418651673581748,-0.942982456140351,-2.82894736842105,0.419354208831025,-1.35118790717687,-4.05356372153062,0,0,0,0,0,0,0,0,0,0,0,8.02
2010,"00-0019596",2009,16,565,371,4379,7.53700516351119,10.6006224922118,2217,4711,8.10843373493976,10.944859340844,30,13,8,0.510487745318381,1.40218274663137,814.668175792829,0.504492120569976,1.34197953056859,779.690107260353,18,55,3.05555555555556,55,1,0.426820834670328,-1.28270052228438,-23.0886094011189,0.473995055665017,-0.531958374179737,-9.57525073523527,0,0,0,0,0,0,0,0,0,0,0,324.66
2010,"00-0019599",2009,9,246,140,1419,5.45769230769231,8.59571021127597,690,1904,7.32307692307692,9.84647822082258,6,6,7,0.450281771182472,-0.827693933553876,-215.200422724008,0.449771575918948,-0.737181675506394,-191.667235631662,6,26,4.33333333333333,26,0,0.513575560892386,-1.03232558139535,-6.19395348837209,0.561527282847011,-0.659327130914359,-3.95596278548615,0,0,0,0,0,0,0,0,0,0,0,69.36
2010,"00-0019709",2009,3,117,69,746,5.968,8.91983653835471,348,986,7.888,9.54211040429432,5,3,1,0.471374138779576,-0.194357078168367,-24.2946347710459,0.471126198290041,-0.184667053649781,-23.0833817062226,2,7,3.5,7,0,0.500686352941633,0.0191287878787878,0.0382575757575756,0.488285473098791,-0.215660985680246,-0.431321971360491,0,0,0,0,0,0,0,0,0,0,0,52.54
2010,"00-0020245",2009,11,13,6,86,6.61538461538461,14.0091545161159,13,152,11.6923076923077,16.5246513598352,1,0,0,0.416295598536869,0.528321989981787,6.86818586976323,0.405070880316993,0.352289439083508,4.57976270808561,21,98,4.66666666666667,98,2,0.492063677982129,0.445794910336022,9.36169311705646,0.511198344212515,0.803852502383567,16.8809025500549,0,0,0,0,0,0,0,0,0,0,0,31.24
2010,"00-0020397",2009,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,32,10.6666666666667,32,0,0.669912586480114,5.65664077490685,16.9699223247206,0.622731907154406,6.0752913586166,18.2258740758498,72,1062,8.296875,10.3195856711981,10,0.532346019410543,1.85069815810542,236.889364237494,0.529355001876756,2.07884047323715,266.091580574355,165.4
2010,"00-0020498",2009,16,1,0,0,0,0,0,16,16,0,0,1,0,0.228937207590736,-6.61463414634146,-6.61463414634146,0.261674045433809,-6.898605414274,-6.898605414274,0,0,0,0,0,0,0,0,0,0,0,100,1264,8.48322147651007,9.75968266739162,10,0.544215116128892,2.18012868745939,324.83917443145,0.540053680589055,2.25086355736163,335.378670046882,184.4
2010,"00-0020531",2009,15,513,363,4253,7.97936210131332,11.1367755102297,1975,4217,7.91181988742964,10.59160324388,38,11,16,0.513830989360983,1.52565364922496,813.173395036902,0.513449331406831,1.68621391704719,898.752017786151,10,36,3.6,36,2,0.68039237758675,1.58466573306271,15.8466573306271,0.609991342368207,1.15723479556164,11.5723479556164,1,-4,-4,0,0,0.145272573008801,-8.97014925373134,-8.97014925373134,0.137398036451364,-9.9979035639413,-9.9979035639413,359.32
2010,"00-0020536",2009,14,1,0,0,0,0,0,3,3,0,0,0,2,0.29821544203658,-6.09677419354839,-6.09677419354839,0.261015969139766,-5.43129770992366,-5.43129770992366,223,733,3.28699551569507,733,12,0.431424904204151,-0.992671504584049,-221.365745522243,0.4352867772388,-0.932586075058654,-207.96669473808,20,154,5.13333333333333,8.84632529722753,0,0.426650337930136,-0.996108675365407,-29.8832602609622,0.424188536737763,-1.41160241555669,-42.3480724667008,156.7
2010,"00-0020608",2009,6,32,21,208,6.11764705882353,8.81034070775979,125,266,7.82352941176471,11.1231960423288,1,0,1,0.465573537248657,-0.776361093335699,-26.3962771734138,0.477154831730062,0.101113772263766,3.43786825696803,5,31,6.2,31,1,0.540780718283293,0.601021613975446,3.00510806987723,0.509692982490081,0.712974273435639,3.5648713671782,0,0,0,0,0,0,0,0,0,0,0,21.42
2010,"00-0020679",2009,6,156,87,835,4.82658959537572,9.5365873448126,499,1083,6.26011560693642,10.2705536403633,5,2,3,0.419509506416306,-1.68069961931267,-290.761034141091,0.427230837191519,-1.38384477096976,-239.405145377769,6,72,12,72,0,0.776790639343746,7.00212267585472,42.0127360551283,0.779548011145001,7.27493069501852,43.6495841701111,0,0,0,0,0,0,0,0,0,0,0,60.6
2010,"00-0021179",2009,8,1,0,0,0,0,0,5,5,0,0,0,1,0.275961614182188,-7.16,-7.16,0.296868932422082,-5.86206896551724,-5.86206896551724,123,500,4.0650406504065,500,1,0.423833397985679,-0.591413243368786,-72.7438289343606,0.438684764311923,-0.286074387120929,-35.1871496158743,9,57,4.75,3.76889180722205,1,0.410852554805906,-2.49588854748361,-29.9506625698033,0.449807198685066,-1.42994036675723,-17.1592844010868,65.7
2010,"00-0021190",2009,16,0,0,-11,-11,0,0,0,0,0,0,0,1,0.0490077352476139,-18.8305084745763,-18.8305084745763,0.0488803885473707,-17.898605414274,-17.898605414274,0,0,0,0,0,0,0,0,0,0,0,49,532,7,8.17964954424495,0,0.49881894006462,0.78708762033058,59.8186591451241,0.504674007921229,0.898911698556743,68.3172890903125,50.76
2010,"00-0021206",2009,1,6,1,-4,-0.571428571428571,2.50713268211203,0,20,2.85714285714286,4.0178174601215,0,0,0,0.276569332118517,-5.48159603430195,-38.3711722401137,0.251597040014944,-6.73750052680624,-47.1625036876437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16
2010,"00-0021216",2009,8,1,0,0,0,0,0,1,1,0,0,0,0,0.243300041793598,-5.72727272727273,-5.72727272727273,0.264961093700005,-6.62925170068027,-6.62925170068027,61,274,4.49180327868852,274,1,0.480839985827369,-0.194956617999978,-11.8923536979987,0.483580921074589,0.0754736074835159,4.60389005649447,25,181,5.32352941176471,8.13790453348271,1,0.443011523384128,-1.21321397636094,-41.249275196272,0.437346350899479,-1.08544908586836,-36.9052689195243,57.5
2010,"00-0021231",2009,16,513,313,3380,6.09009009009009,9.69456801042918,1521,4224,7.61081081081081,9.16829562395641,18,10,21,0.469046673456026,-0.155162748436315,-86.1153253821545,0.464346235081693,-0.148455661289303,-82.3928920155631,62,337,5.43548387096774,337,3,0.539039586950349,1.13618515038661,70.4434793239698,0.530040945863401,1.02215670953526,63.3737159911862,0,0,0,0,0,0,0,0,0,0,0,232.9
2010,"00-0021296",2009,2,11,4,9,0.642857142857143,8.10134977222118,15,44,3.14285714285714,5.15687954032345,0,0,2,0.391484834863941,-3.99502767123289,-55.9303873972605,0.346827791435807,-5.69766757776336,-79.767346088687,3,12,4,12,0,0.491275023549312,-0.0523887523887524,-0.157166257166257,0.528860534316791,0.412886424627062,1.23865927388119,0,0,0,0,0,0,0,0,0,0,0,-2.44
2010,"00-0021429",2009,16,462,282,2916,5.97540983606557,9.15794612587454,1299,3832,7.85245901639344,9.75820373542457,24,13,14,0.479141634515534,-0.152649009078745,-74.4927164304274,0.474801677425803,-0.198174305910513,-96.7090612843302,28,104,3.71428571428571,104,3,0.475498114826736,-0.828851836887219,-23.2078514328421,0.452787488391931,-0.82474387012873,-23.0928283636044,0,0,0,0,0,0,0,0,0,0,0,235.04
2010,"00-0021678",2009,16,548,347,4300,7.38831615120275,11.6329581462353,2295,4163,7.15292096219931,8.53093893801486,29,9,10,0.497072989912371,1.15816172698686,674.05012510635,0.488723363676517,1.17096496954408,681.501612274652,18,124,6.88888888888889,124,1,0.721242207592261,2.0946617585923,37.7039116546613,0.578209858265924,1.68634298693032,30.3541737647457,0,0,0,0,0,0,0,0,0,0,0,326.4
2010,"00-0021755",2009,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,66,4.71428571428571,66,0,0.470288003011024,0.193717556329667,2.71204578861534,0.502210382056001,0.614882469739398,8.60835457635158,14,109,4.95454545454545,5.32270315076549,0,0.4204901738546,-1.92604752384773,-42.3730455246501,0.435136245474847,-1.57449632948929,-34.6389192487643,17.5
2010,"00-0021940",2009,1,1,1,36,36,0,29,7,7,0,1,0,0,0.760249938906523,13,13,0.972074069898176,25.8333333333333,25.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44
2010,"00-0022005",2009,2,17,5,-16,-0.727272727272727,4.66171660781752,11,138,6.27272727272727,11.050454927855,0,1,1,0.317609230684984,-6.40754333234057,-140.965953311493,0.264849614690357,-7.25293655625211,-159.564604237546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64
2010,"00-0022055",2009,9,120,78,638,4.94573643410853,7.61916793103028,340,891,6.90697674418605,9.83174216859695,3,2,7,0.455822767183416,-0.978723897952391,-126.255382835858,0.449119196139411,-1.17269690785973,-151.277901113905,12,7,0.583333333333333,7,1,0.275889159712269,-3.68715147153681,-44.2458176584417,0.304195537807832,-3.89502586907505,-46.7403104289006,2,29,9.66666666666667,12.6622799421484,0,0.589889597683632,3.79747823661678,11.3924347098504,0.575022241170743,3.52878360509588,10.5863508152876,35.12
2010,"00-0022084",2009,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,7,3.5,7,0,0.459210942820087,-0.693478260869565,-1.38695652173913,0.435321794876581,-1.10948289090072,-2.21896578180144,85,1034,8.078125,8.79478135793371,5,0.531815231291746,1.57645290822058,201.785972252235,0.545276482954156,1.95556824096943,250.312734844087,128.1
2010,"00-0022092",2009,13,1,0,0,0,0,0,4,4,0,0,1,1,0.124253230003847,-3.375,-3.375,0.215673079382,-6.17647058823529,-6.17647058823529,79,267,3.37974683544304,267,3,0.452666757147445,-1.02567167693286,-81.0280624776958,0.452159559281779,-0.927243159796341,-73.2522096239109,16,74,3.7,3.68639033258966,0,0.414216316052073,-2.56641010836526,-51.3282021673053,0.3964592957797,-2.74432982603421,-54.8865965206843,48.1
2010,"00-0022097",2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,117,6.5,12.4439921719869,1,0.457183219807189,0.379294561682089,6.8273021102776,0.430108618854092,0.620580406859763,11.1704473234757,17.7
2010,"00-0022101",2009,1,4,2,12,3,4.24264068711928,0,30,7.5,3,1,1,1,0.522881995498178,-1.27019049246493,-5.08076196985971,0.503294032414249,-1.89517266897178,-7.58069067588712,1,0,0,0,0,0.244203870774958,-3.36686390532544,-3.36686390532544,0.248766277578684,-4.60948289090072,-4.60948289090072,0,0,0,0,0,0,0,0,0,0,0,2.48
2010,"00-0022121",2009,1,9,3,33,3.66666666666667,7.0178344238091,7,86,9.55555555555556,9.50146187582615,0,1,1,0.356961474181612,-3.30835598799671,-29.7752038919704,0.382151917106856,-2.74493105778804,-24.7043795200923,3,9,3,9,0,0.442180163832421,-2.06821705426357,-6.2046511627907,0.435299068060135,-1.09829823313683,-3.29489469941049,0,0,0,0,0,0,0,0,0,0,0,-1.78
2010,"00-0022164",2009,7,175,98,785,4.08854166666667,7.77817284014949,576,1095,5.703125,8.40284111918972,6,6,4,0.426341714933812,-1.78243482474592,-342.227486351216,0.42126601980185,-1.94470587482205,-373.383527965835,13,88,6.76923076923077,88,2,0.637557796507125,2.72724809651426,35.4542252546854,0.577757075195693,1.97226048183905,25.6393862639077,0,0,0,0,0,0,0,0,0,0,0,68.2
2010,"00-0022177",2009,3,107,58,597,5.47706422018349,9.01397714075123,178,995,9.12844036697248,10.1935899588283,6,3,2,0.455830857638188,-0.205790903956766,-22.4312085312875,0.445947415981869,-0.554883182404101,-60.482266882047,5,7,1.4,7,0,0.42098312752301,-2.77704423660778,-13.8852211830389,0.335824089519748,-3.01827683066341,-15.0913841533171,0,0,0,0,0,0,0,0,0,0,0,50.58
2010,"00-0022217",2009,13,1,1,6,6,0,0,6,6,0,1,0,0,0.643602561004791,1.66666666666667,1.66666666666667,0.861253348406196,3.42105263157895,3.42105263157895,35,118,3.37142857142857,118,0,0.446528964015864,-1.01777060361706,-35.6219711265972,0.438656391977576,-1.14189981348163,-39.966493471857,21,153,4.93548387096774,4.4865390066358,2,0.452249442140632,-1.50235100788571,-46.5728812444571,0.45314510579974,-1.2969189843653,-40.2044885153242,45.34
2010,"00-0022725",2009,12,1,0,0,0,0,0,13,13,0,0,0,0,0.287753399296546,-5.70183486238532,-5.70183486238532,0.261674045433809,-6.898605414274,-6.898605414274,0,0,0,0,0,0,0,0,0,0,0,16,230,4.8936170212766,9.57404562743597,1,0.446100616343483,-0.59533553004439,-27.9807699120863,0.419196983912468,-1.1530286356876,-54.1923458773174,29
2010,"00-0022766",2009,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,41,10.25,41,0,0.713920780165445,5.19914531673982,20.7965812669593,0.698753276495841,5.43926092443388,21.7570436977355,37,622,9.28358208955224,14.5600178676935,6,0.530022541509167,3.24089156935643,217.139735146881,0.519861401851082,3.16251113399564,211.888245977708,100.3
2010,"00-0022787",2009,16,576,395,4628,7.68770764119601,10.5654830780765,2163,4431,7.36046511627907,9.17502026092034,32,15,9,0.51354565511257,1.4307576098243,861.316081114229,0.511626003158219,1.44577110994269,870.354208185499,28,83,2.96428571428571,83,0,0.448726206687473,-0.808909936150319,-22.6494782122089,0.424375201759401,-1.3104468424676,-36.6925115890927,0,0,0,0,0,0,0,0,0,0,0,337.42
2010,"00-0022803",2009,16,507,317,3841,7.15270018621974,11.4687666860857,1741,4515,8.40782122905028,10.0928235874795,28,14,18,0.497351389362693,1.0935169440374,587.218598948082,0.486671678559423,0.902614615385289,484.7040484619,11,81,7.36363636363636,81,0,0.643966641620084,2.85402119946559,31.3942331941214,0.611501522734368,2.57756650946345,28.3532316040979,0,0,0,0,0,0,0,0,0,0,0,265.74
2010,"00-0022864",2009,2,3,1,-5,-1,2.44948974278318,0,19,3.8,4.49444101084885,0,0,0,0.218541116377456,-7.91823105585881,-39.5911552792941,0.244858470404205,-7.02001000246841,-35.100050012342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2
2010,"00-0022912",2009,1,1,0,0,0,0,0,8,8,0,0,0,0,0.356097811965511,-2.65714285714286,-2.65714285714286,0.272954742782414,-5.97830018083183,-5.97830018083183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"00-0022921",2009,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1101,7.14935064935065,7.77105612520448,14,0.511373145233206,0.730423174478718,112.485168869723,0.525135654055002,1.00331961073234,154.51122005278,192.1
2010,"00-0022924",2009,15,505,337,3981,7.17297297297297,11.028466169655,1795,4548,8.19459459459459,10.5965548334806,30,12,14,0.491788700958418,0.747521717876509,414.874553421462,0.491839274498611,0.903826223835944,501.623554228949,25,96,3.84,96,2,0.519760134857878,0.0270765825890368,0.676914564725919,0.483852548756167,-0.289771179757362,-7.24427949393405,0,0,0,0,0,0,0,0,0,0,0,308.84
2010,"00-0022942",2009,16,484,316,4101,8.05697445972495,11.6510406196614,1862,4730,9.29273084479371,12.0794110562069,28,9,9,0.518103044484034,1.81798321026502,925.353454024895,0.512941666840627,1.83975343370454,936.434497755611,16,60,3.75,60,1,0.438386858777126,-0.525875018771401,-8.41400030034242,0.438795123453097,-0.876900456029657,-14.0304072964745,0,0,0,0,0,0,0,0,0,0,0,308.04
2010,"00-0023176",2009,15,4,1,18,4.5,9,6,51,12.75,14.8632656797444,0,1,3,0.452485323434078,-1.29421227483877,-5.1768490993551,0.417448506996388,-1.56493860358019,-6.25975441432077,55,368,6.69090909090909,368,1,0.553369000302199,2.54912712789594,140.201992034277,0.523439744993021,2.09017533220832,114.959643271458,20,139,3.75675675675676,6.92581886616788,1,0.40502966442324,-1.67542864219365,-61.990859761165,0.391595645849713,-2.22406153433328,-82.2902767703314,55.42
2010,"00-0023436",2009,11,372,225,2226,5.66412213740458,9.65523862805246,1123,2543,6.470737913486,9.18321359623605,19,12,5,0.446716078333933,-0.721485627103277,-283.543851451588,0.447532568646129,-0.571843811296083,-224.734617839361,14,61,4.35714285714286,61,0,0.517961563159961,-1.24586117839264,-17.4420564974969,0.480709568565678,-0.614953924936924,-8.60935494911693,1,-6,-6,0,0,0.0613690981861725,-11.5135135135135,-11.5135135135135,0.100673674592729,-12.0536779324056,-12.0536779324056,174.54
2010,"00-0023437",2009,9,6,2,13,1.85714285714286,9.11827051270454,5,50,7.14285714285714,8.29515062006253,1,0,1,0.359891464306911,-3.61384038408286,-25.29688268858,0.344777965491664,-4.13274542368612,-28.9292179658028,147,648,4.40816326530612,648,8,0.478893937387549,0.198731956058669,29.2135975406244,0.47132257829157,0.0795113747115336,11.6881720825954,14,98,4.9,6.57667329118205,0,0.438028290023298,-1.29489301629996,-25.8978603259992,0.433957506065052,-1.42780843437549,-28.5561686875099,127.12
2010,"00-0023438",2009,16,1,0,0,0,0,0,17,17,0,0,0,1,0.254167309396666,-8.17964071856287,-8.17964071856287,0.261674045433809,-6.898605414274,-6.898605414274,0,0,0,0,0,0,0,0,0,0,0,45,680,7.23404255319149,10.9234142639088,5,0.505513555839152,1.25829798122428,118.280010235083,0.485657359914874,1.07868202472588,101.396110324232,96
2010,"00-0023457",2009,13,1,1,0,0,0,0,0,0,0,0,0,1,0.263950600113987,-5.69565217391304,-5.69565217391304,0.247001518933925,-5.91047297297297,-5.91047297297297,4,28,7,28,0,0.599498002804985,1.73502420043656,6.94009680174623,0.631021421989733,2.58101530902795,10.3240612361118,34,480,6.48648648648649,9.98799723948596,2,0.475655652989108,0.143517518390384,10.6202963608884,0.464330773022808,0.137363518820886,10.1649003927455,60.8
2010,"00-0023459",2009,16,538,350,4153,7.07495741056218,11.9600231341118,2057,4984,8.49063032367973,10.8268010952896,31,7,16,0.481431649261819,0.775278565415708,455.08851789902,0.479221442702128,0.851661493319785,499.925296578714,45,324,7.2,324,5,0.638946860803931,2.66641278076299,119.988575134334,0.592516891300278,2.57946101116759,116.075745502542,0,0,0,0,0,0,0,0,0,0,0,368.52
2010,"00-0023460",2009,16,505,326,3307,6.04570383912249,10.016639764339,2064,3317,6.06398537477148,9.56132706775001,24,15,20,0.467172037519936,-0.20479737983422,-112.024166769318,0.464764151013642,-0.140555023128183,-76.8835976511162,37,247,6.67567567567568,247,1,0.556069069415998,1.65320157008874,61.1684580932832,0.566194446830019,1.97796368751558,73.1846564380766,0,0,0,0,0,0,0,0,0,0,0,236.98
2010,"00-0023474",2009,12,1,1,26,26,0,12,14,14,0,0,0,0,0.968358926456269,20.1578947368421,20.1578947368421,0.974560161524465,20.013698630137,20.013698630137,2,20,10,20,0,0.563178622191609,5.82098597097234,11.6419719419447,0.580051868207381,5.39051710909928,10.7810342181986,24,320,5.6140350877193,9.49013470091989,2,0.43418730303895,-0.989181546087248,-56.3833481269731,0.441066631618788,-0.634778073110985,-36.1823501673262,47.04
2010,"00-0023502",2009,3,87,52,541,5.8804347826087,8.39131208394762,272,699,7.59782608695652,9.36448725749549,1,5,0,0.472445018112104,-0.299018950441117,-27.5097434405828,0.471919384192847,-0.223150971243558,-20.5298893544073,4,41,10.25,41,0,0.767474076452294,6.74256116991857,26.9702446796743,0.651406742698484,5.91674776858789,23.6669910743516,0,0,0,0,0,0,0,0,0,0,0,21.74
2010,"00-0023534",2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.28009207620187,-4.5,-4.5,0,0,0,0,0,0,0,0,0,0,0,-2
