"playerId","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","analyst","player","position","games","rush1st","rush40","rec1st","rec40","returnYds","returnTds","twoPts","rush100","rush150","rush200","regTds","season"
2543664,182,746,4.7,28,186,0.8,1,-1,"Terrance West","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2543695,3,8,0,0,2,0,0,-1,"Jay Prosch","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2543704,8,30,0.5,1,7,0,0.1,-1,"Lorenzo Taliaferro","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2543715,35,127,0.5,10,57,0.5,1.3,-1,"Jerick McKinnon","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2543743,211,944,5.6,24,139,2.1,5.6,-1,"Carlos Hyde","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2543770,85,320,1.4,46,424,2.5,2.6,-1,"Charles Sims","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2543773,60,226,1.9,52,480,4.7,1.4,-1,"James White","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550189,226,973,6,39,303,0.6,1.6,-1,"Isaiah Crowell","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550235,0,0,0,1,5,0,0,-1,"Roosevelt Nix","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550263,5,17,0.2,1,6,0,0.3,-1,"Juwan Thompson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550268,57,204,1.3,13,95,1,1.8,-1,"Charcandrick West","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550400,2,5,0,2,12,0,0,-1,"Keith Smith","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550474,14,58,0.3,2,14,0,0.2,-1,"Antonio Andrews","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550481,71,250,3.2,20,127,0.7,1.5,-1,"Orleans Darkwa","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550512,64,237,1.8,24,247,3.4,1.7,-1,"Damien Williams","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550542,7,42,0.1,0,15,0.2,0.2,-1,"Kapri Bibbs","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550658,68,242,1.6,15,144,0.6,1.9,-1,"Branden Oliver","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2550738,7,26,0.1,2,16,0,0.1,-1,"Fitzgerald Toussaint","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2551357,7,24,0.1,2,11,0,0.2,-1,"Glenn Winston","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552374,191,706,4.7,31,269,2.4,1.9,-1,"Ameer Abdullah","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552375,34,138,1.3,1,16,0,0.2,-1,"Cameron Artis-Payne","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552379,16,75,0.6,4,35,0,0.3,-1,"Jeremy Langford","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552382,19,57,0.4,7,52,0.3,0.8,-1,"Malcolm Brown","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552453,152,647,6.5,33,431,4,1.3,-1,"Tevin Coleman","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552461,72,305,1.5,62,552,0.6,1.4,-1,"Duke Johnson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552464,2,4,0.2,1,14,0.2,0,-1,"Jalston Fowler","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552469,272,1067,8.7,45,434,1.7,3.8,-1,"Melvin Gordon","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552471,75,283,1.2,28,175,0.5,1.5,-1,"T.J. Yeldon","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552475,267,922,7.7,39,306,0.5,1.4,-1,"Todd Gurley","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552477,51,267,5.5,15,101,0.9,1.7,-1,"Aaron Ripkowski","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552582,259,1145,7.7,32,199,0.8,1.3,-1,"Jay Ajayi","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2552631,79,311,1.6,23,161,0.8,1.5,-1,"Javorius Allen","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553435,270,1058,11.1,72,769,3.5,3.1,-1,"David Johnson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553446,1,2,0,5,43,0,0.4,-1,"Malcolm Johnson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553551,3,10,0,1,6,0,0,-1,"Paul Lasike","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553631,21,78,0.9,5,49,0,0.3,-1,"Zach Zenner","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553650,12,57,0.4,1,11,0.3,0.2,-1,"Corey Grant","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553660,5,29,0,2,12,0,0.2,-1,"Akeem Hunt","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553728,7,29,0.2,1,7,0,0.2,-1,"Raheem Mostert","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553733,158,644,5.9,19,138,0.8,0.9,-1,"Thomas Rawls","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553762,12,55,0.1,1,12,0,0.1,-1,"Terron Ward","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2553867,10,45,0.3,2,12,0,0.1,-1,"Mack Brown","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555219,7,25,0.1,2,10,0,0.1,-1,"Daniel Lasco","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555223,96,349,2.5,26,222,0.8,3.8,-1,"Devontae Booker","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555224,217,1077,7,21,232,0.6,0.9,-1,"Ezekiel Elliott","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555227,107,518,4.3,16,110,0.7,4.7,-1,"Jonathan Williams","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555230,32,118,1.2,12,84,0.5,1.3,-1,"Kenyan Drake","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555417,68,373,2.4,37,400,0.8,1,-1,"C.J. Prosise","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555418,262,1281,6.7,33,332,1.2,1.6,-1,"Jordan Howard","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555430,9,43,0.3,3,26,0,0.5,-1,"Alex Collins","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555432,6,54,1.9,9,76,0.1,0,-1,"Andy Janovich","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555460,192,725,2.8,27,294,0.9,1.5,-1,"Paul Perkins","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555461,79,319,1.7,8,50,0.3,2.4,-1,"Wendell Smallwood","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2555464,103,476,2.4,10,72,0.4,2.1,-1,"DeAndre Washington","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2556075,135,556,4.8,19,195,0.9,1.2,-1,"Derrick Henry","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2556118,19,68,0.4,2,13,0,0.1,-1,"Dwayne Washington","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2556411,3,4,0,4,28,0,0.2,-1,"Josh Ferguson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2556414,193,791,5,18,133,0.9,1.5,-1,"Rob Kelley","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2556466,11,49,0.4,1,8,0,0.2,-1,"Peyton Barber","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2556885,55,294,1.6,13,82,0.8,1.3,-1,"Jalen Richard","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
230,0,0,0,0,0,0,0,3,"Jerome Felton","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
234,0,0,0,0,0,0,0,3,"Matt Forte","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
262,0,0,0,0,0,0,0,3,"Chris Johnson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
284,0,0,0,0,0,0,0,3,"Darren McFadden","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
925,0,0,0,0,0,0,0,3,"Jamaal Charles","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
927,0,0,0,0,0,0,0,3,"Justin Forsett","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
949,0,0,0,0,0,0,0,3,"Jonathan Stewart","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
4327,0,0,0,0,0,0,0,3,"Danny Woodhead","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
4383,0,0,0,0,0,0,0,3,"Tim Hightower","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
4433,0,0,0,0,0,0,0,3,"Marcel Reece","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
71345,0,0,0,0,0,0,0,3,"Rashad Jennings","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
79607,0,0,0,0,0,0,0,3,"LeSean McCoy","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
79629,0,0,0,0,0,0,0,3,"Cedric Peerman","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
89798,0,0,0,0,0,0,0,3,"Antone Smith","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
497145,0,0,0,0,0,0,0,3,"Joique Bell","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
497149,0,0,0,0,0,0,0,3,"LeGarrette Blount","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
497188,0,0,0,0,0,0,0,3,"Ryan Mathews","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
497190,0,0,0,0,0,0,0,3,"Dexter McCluster","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
497204,0,0,0,0,0,0,0,3,"C.J. Spiller","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
497206,0,0,0,0,0,0,0,3,"James Starks","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495207,0,0,0,0,0,0,0,3,"DeMarco Murray","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495258,0,0,0,0,0,0,0,3,"Matt Asiata","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495328,0,0,0,0,0,0,0,3,"Bilal Powell","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495340,0,0,0,0,0,0,0,3,"Anthony Sherman","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495466,0,0,0,0,0,0,0,3,"Mark Ingram","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495467,0,0,0,0,0,0,0,3,"Taiwan Jones","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495469,0,0,0,0,0,0,0,3,"Dion Lewis","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495470,0,0,0,0,0,0,0,3,"Stevan Ridley","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495471,0,0,0,0,0,0,0,3,"Jacquizz Rodgers","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495472,0,0,0,0,0,0,0,3,"Jordan Todman","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495473,0,0,0,0,0,0,0,3,"Shane Vereen","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495663,0,0,0,0,0,0,0,3,"Marshawn Lynch","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2495979,0,0,0,0,0,0,0,3,"DeAngelo Williams","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2506147,0,0,0,0,0,0,0,3,"John Kuhn","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2506404,0,0,0,0,0,0,0,3,"Frank Gore","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2506467,0,0,0,0,0,0,0,3,"Darren Sproles","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2506874,0,0,0,0,0,0,0,3,"Reggie Bush","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2507164,0,0,0,0,0,0,0,3,"Adrian Peterson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2507428,0,0,0,0,0,0,0,3,"Mike Tolbert","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2507737,0,0,0,0,0,0,0,3,"Darrel Young","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2507999,0,0,0,0,0,0,0,3,"Chris Ivory","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2508101,0,0,0,0,0,0,0,3,"James Develin","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2527672,0,0,0,0,0,0,0,3,"Will Tukuafu","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2530690,0,0,0,0,0,0,0,3,"DuJuan Harris","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2530763,0,0,0,0,0,0,0,3,"Patrick DiMarco","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2532797,0,0,0,0,0,0,0,3,"Brandon Bolden","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2532835,0,0,0,0,0,0,0,3,"Rhett Ellison","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2532899,0,0,0,0,0,0,0,3,"Doug Martin","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2533034,0,0,0,0,0,0,0,3,"Lamar Miller","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2533437,0,0,0,0,0,0,0,3,"Ronnie Hillman","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2533457,0,0,0,0,0,0,0,3,"Alfred Morris","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2533460,0,0,0,0,0,0,0,3,"Robert Turbin","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2533545,0,0,0,0,0,0,0,3,"Bernard Pierce","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2534789,0,0,0,0,0,0,0,3,"Daryl Richardson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2534871,0,0,0,0,0,0,0,3,"Derrick Coleman","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2535696,0,0,0,0,0,0,0,3,"Joe Banyard","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2535708,0,0,0,0,0,0,0,3,"Lance Dunbar","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2535890,0,0,0,0,0,0,0,3,"Travaris Cadet","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2536044,0,0,0,0,0,0,0,3,"Jamize Olawale","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539217,0,0,0,0,0,0,0,3,"Andre Ellington","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539260,0,0,0,0,0,0,0,3,"Denard Robinson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539265,0,0,0,0,0,0,0,3,"Rex Burkhead","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539289,0,0,0,0,0,0,0,3,"Kenjon Barner","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539303,0,0,0,0,0,0,0,3,"Zach Line","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539315,0,0,0,0,0,0,0,3,"Stepfan Taylor","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539322,0,0,0,0,0,0,0,3,"Christine Michael","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539663,0,0,0,0,0,0,0,3,"Mike Gillislee","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2539980,0,0,0,0,0,0,0,3,"Kerwynn Williams","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540011,0,0,0,0,0,0,0,3,"Chris Thompson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540020,0,0,0,0,0,0,0,3,"Theo Riddick","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540037,0,0,0,0,0,0,0,3,"Fozzy Whittaker","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540156,0,0,0,0,0,0,0,3,"Giovani Bernard","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540168,0,0,0,0,0,0,0,3,"Eddie Lacy","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540175,0,0,0,0,0,0,0,3,"LeVeon Bell","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540178,0,0,0,0,0,0,0,3,"Knile Davis","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540204,0,0,0,0,0,0,0,3,"Spencer Ware","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540224,0,0,0,0,0,0,0,3,"Mike James","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540225,0,0,0,0,0,0,0,3,"Tommy Bohanon","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540230,0,0,0,0,0,0,0,3,"Kyle Juszczyk","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2540269,0,0,0,0,0,0,0,3,"C.J. Anderson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2541161,0,0,0,0,0,0,0,3,"Latavius Murray","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2541544,0,0,0,0,0,0,0,3,"Benny Cunningham","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2542022,0,0,0,0,0,0,0,3,"Khiry Robinson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543551,0,0,0,0,0,0,0,3,"KaDeem Carey","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543565,0,0,0,0,0,0,0,3,"Andre Williams","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543570,0,0,0,0,0,0,0,3,"Storm Johnson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543583,0,0,0,0,0,0,0,3,"Devonta Freeman","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543600,0,0,0,0,0,0,0,3,"Alfred Blue","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543603,0,0,0,0,0,0,0,3,"Jeremy Hill","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543655,0,0,0,0,0,0,0,3,"Tyler Gaffney","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543664,0,0,0,0,0,0,0,3,"Terrance West","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543682,0,0,0,0,0,0,0,3,"Bishop Sankey","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543695,0,0,0,0,0,0,0,3,"Jay Prosch","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543704,0,0,0,0,0,0,0,3,"Lorenzo Taliaferro","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543715,0,0,0,0,0,0,0,3,"Jerick McKinnon","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543743,0,0,0,0,0,0,0,3,"Carlos Hyde","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543770,0,0,0,0,0,0,0,3,"Charles Sims","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2543773,0,0,0,0,0,0,0,3,"James White","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550189,0,0,0,0,0,0,0,3,"Isaiah Crowell","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550235,0,0,0,0,0,0,0,3,"Roosevelt Nix","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550263,0,0,0,0,0,0,0,3,"Juwan Thompson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550268,0,0,0,0,0,0,0,3,"Charcandrick West","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550400,0,0,0,0,0,0,0,3,"Keith Smith","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550474,0,0,0,0,0,0,0,3,"Antonio Andrews","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550481,0,0,0,0,0,0,0,3,"Orleans Darkwa","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550512,0,0,0,0,0,0,0,3,"Damien Williams","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550540,0,0,0,0,0,0,0,3,"George Atkinson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550542,0,0,0,0,0,0,0,3,"Kapri Bibbs","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550596,0,0,0,0,0,0,0,3,"Darrin Reaves","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550633,0,0,0,0,0,0,0,3,"Senorise Perry","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550658,0,0,0,0,0,0,0,3,"Branden Oliver","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2550738,0,0,0,0,0,0,0,3,"Fitzgerald Toussaint","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552374,0,0,0,0,0,0,0,3,"Ameer Abdullah","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552375,0,0,0,0,0,0,0,3,"Cameron Artis-Payne","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552376,0,0,0,0,0,0,0,3,"David Cobb","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552379,0,0,0,0,0,0,0,3,"Jeremy Langford","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552382,0,0,0,0,0,0,0,3,"Malcolm Brown","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552453,0,0,0,0,0,0,0,3,"Tevin Coleman","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552461,0,0,0,0,0,0,0,3,"Duke Johnson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552464,0,0,0,0,0,0,0,3,"Jalston Fowler","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552469,0,0,0,0,0,0,0,3,"Melvin Gordon","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552471,0,0,0,0,0,0,0,3,"T.J. Yeldon","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552475,0,0,0,0,0,0,0,3,"Todd Gurley","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552477,0,0,0,0,0,0,0,3,"Aaron Ripkowski","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552582,0,0,0,0,0,0,0,3,"Jay Ajayi","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552631,0,0,0,0,0,0,0,3,"Javorius Allen","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2552635,0,0,0,0,0,0,0,3,"Matt Jones","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553435,0,0,0,0,0,0,0,3,"David Johnson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553446,0,0,0,0,0,0,0,3,"Malcolm Johnson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553551,0,0,0,0,0,0,0,3,"Paul Lasike","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553617,0,0,0,0,0,0,0,3,"Terrell Watson","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553631,0,0,0,0,0,0,0,3,"Zach Zenner","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553650,0,0,0,0,0,0,0,3,"Corey Grant","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553660,0,0,0,0,0,0,0,3,"Akeem Hunt","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553728,0,0,0,0,0,0,0,3,"Raheem Mostert","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553733,0,0,0,0,0,0,0,3,"Thomas Rawls","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553743,0,0,0,0,0,0,0,3,"Rod Smith","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553762,0,0,0,0,0,0,0,3,"Terron Ward","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553767,0,0,0,0,0,0,0,3,"George Farmer","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553848,0,0,0,0,0,0,0,3,"Dreamius Smith","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2553867,0,0,0,0,0,0,0,3,"Mack Brown","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2554357,0,0,0,0,0,0,0,3,"Bronson Hill","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
2555219,0,0,0,0,0,0,0,3,"Daniel Lasco","RB",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,2016
