"pass_att","pass_comp","pass_yds","pass_tds","pass_int","rush_att","rush_yds","rush_tds","rec","rec_yds","rec_tds","two_pts","fumbles","return_tds"
" 0.00"," 0.00"," 0.04"," 6.00","-2.00"," 0.00"," 0.10"," 6.00"," 0.00"," 0.10"," 6.00"," 2.00","-2.00"," 6.00"
