"playerId","dstInt","dstFumlRec","dstSack","dstTd","dstSafety","dstPtsAllow","analyst","player","position","games","dstBlk","returnYds","dstRetTd","season"
100029,11,5,27,0,0,424,6,"49ers","DST",NA,0,NA,0,2016
100030,14,5,34,1,0,326,6,"Seahawks","DST",NA,1,NA,0,2016
100031,13,6,40,1,0,374,6,"Buccaneers","DST",NA,0,NA,0,2016
100032,14,5,42,1,0,363,6,"Redskins","DST",NA,0,NA,0,2016
100001,15,10,22,2,0,359,7,"Falcons","DST",NA,NA,NA,NA,2016
100002,11,9,35,1,1,383,7,"Ravens","DST",NA,NA,NA,NA,2016
100003,16,10,37,2,0,342,7,"Bills","DST",NA,NA,NA,NA,2016
100004,17,13,43,3,1,338,7,"Panthers","DST",NA,NA,NA,NA,2016
100005,13,10,34,1,0,413,7,"Bears","DST",NA,NA,NA,NA,2016
100006,20,8,40,2,1,295,7,"Bengals","DST",NA,NA,NA,NA,2016
100007,13,8,27,2,0,441,7,"Browns","DST",NA,NA,NA,NA,2016
100008,11,8,30,2,0,344,7,"Cowboys","DST",NA,NA,NA,NA,2016
100009,16,9,44,4,2,314,7,"Broncos","DST",NA,NA,NA,NA,2016
100010,15,9,41,2,0,376,7,"Lions","DST",NA,NA,NA,NA,2016
100011,15,8,42,2,1,335,7,"Packers","DST",NA,NA,NA,NA,2016
100012,12,7,38,2,0,435,7,"Titans","DST",NA,NA,NA,NA,2016
100013,15,9,40,3,0,330,7,"Texans","DST",NA,NA,NA,NA,2016
100014,14,9,33,2,1,385,7,"Colts","DST",NA,NA,NA,NA,2016
100015,11,14,44,3,0,387,7,"Jaguars","DST",NA,NA,NA,NA,2016
100016,18,8,46,4,1,296,7,"Chiefs","DST",NA,NA,NA,NA,2016
100018,16,13,39,2,1,357,7,"Raiders","DST",NA,NA,NA,NA,2016
100019,14,7,32,3,1,401,7,"Dolphins","DST",NA,NA,NA,NA,2016
100020,13,8,42,3,2,329,7,"Vikings","DST",NA,NA,NA,NA,2016
100021,14,11,45,2,0,314,7,"Patriots","DST",NA,NA,NA,NA,2016
100022,11,11,32,1,0,431,7,"Saints","DST",NA,NA,NA,NA,2016
100023,15,10,29,2,0,429,7,"Giants","DST",NA,NA,NA,NA,2016
100024,15,13,42,1,0,355,7,"Jets","DST",NA,NA,NA,NA,2016
100025,13,12,38,3,1,416,7,"Eagles","DST",NA,NA,NA,NA,2016
100026,18,11,38,5,2,317,7,"Cardinals","DST",NA,NA,NA,NA,2016
100027,14,11,40,3,0,331,7,"Steelers","DST",NA,NA,NA,NA,2016
100028,13,13,42,3,0,325,7,"Rams","DST",NA,NA,NA,NA,2016
100029,12,8,35,2,1,445,7,"49ers","DST",NA,NA,NA,NA,2016
100030,14,11,39,4,0,268,7,"Seahawks","DST",NA,NA,NA,NA,2016
100031,14,11,36,3,0,424,7,"Buccaneers","DST",NA,NA,NA,NA,2016
100032,10,10,37,2,0,382,7,"Redskins","DST",NA,NA,NA,NA,2016
100001,18,12,36,3,NA,NA,19,"Falcons","DST",NA,NA,NA,0,2016
100002,16,11,45,3,NA,NA,19,"Ravens","DST",NA,NA,NA,1,2016
100003,15,9,31,2,NA,NA,19,"Bills","DST",NA,NA,NA,1,2016
100004,12,14,39,2,NA,NA,19,"Panthers","DST",NA,NA,NA,2,2016
100005,20,14,35,3,NA,NA,19,"Bears","DST",NA,NA,NA,2,2016
100006,17,15,46,4,NA,NA,19,"Bengals","DST",NA,NA,NA,1,2016
100007,18,10,36,1,NA,NA,19,"Browns","DST",NA,NA,NA,1,2016
100008,17,11,39,2,NA,NA,19,"Cowboys","DST",NA,NA,NA,1,2016
100009,15,8,35,3,NA,NA,19,"Broncos","DST",NA,NA,NA,2,2016
100010,13,9,40,3,NA,NA,19,"Lions","DST",NA,NA,NA,0,2016
100011,20,8,41,4,NA,NA,19,"Packers","DST",NA,NA,NA,1,2016
100012,13,8,34,1,NA,NA,19,"Titans","DST",NA,NA,NA,2,2016
100013,21,14,48,3,NA,NA,19,"Texans","DST",NA,NA,NA,1,2016
100014,14,8,30,2,NA,NA,19,"Colts","DST",NA,NA,NA,1,2016
100015,14,9,28,1,NA,NA,19,"Jaguars","DST",NA,NA,NA,0,2016
100016,16,10,35,2,NA,NA,19,"Chiefs","DST",NA,NA,NA,0,2016
100018,12,10,21,1,NA,NA,19,"Raiders","DST",NA,NA,NA,1,2016
100019,15,9,44,1,NA,NA,19,"Dolphins","DST",NA,NA,NA,2,2016
100020,12,12,46,2,NA,NA,19,"Vikings","DST",NA,NA,NA,1,2016
100021,20,16,38,3,NA,NA,19,"Patriots","DST",NA,NA,NA,1,2016
100022,15,10,27,3,NA,NA,19,"Saints","DST",NA,NA,NA,0,2016
100023,16,10,35,1,NA,NA,19,"Giants","DST",NA,NA,NA,1,2016
100024,16,13,38,2,NA,NA,19,"Jets","DST",NA,NA,NA,2,2016
100025,12,11,38,1,NA,NA,19,"Eagles","DST",NA,NA,NA,1,2016
100026,16,9,34,2,NA,NA,19,"Cardinals","DST",NA,NA,NA,2,2016
100027,14,12,39,2,NA,NA,19,"Steelers","DST",NA,NA,NA,1,2016
100029,18,14,43,4,NA,NA,19,"49ers","DST",NA,NA,NA,1,2016
100030,19,14,39,4,NA,NA,19,"Seahawks","DST",NA,NA,NA,1,2016
100031,20,9,31,3,NA,NA,19,"Buccaneers","DST",NA,NA,NA,0,2016
100032,15,10,38,2,NA,NA,19,"Redskins","DST",NA,NA,NA,0,2016
100001,14,10,35,3,0,406,28,"Falcons","DST",16,NA,NA,NA,2016
100002,15,11,36,3,0,321,28,"Ravens","DST",16,NA,NA,NA,2016
100003,14,8,39,2,0,378,28,"Bills","DST",16,NA,NA,NA,2016
100004,17,12,40,3,1,402,28,"Panthers","DST",16,NA,NA,NA,2016
100005,9,7,36,2,1,399,28,"Bears","DST",16,NA,NA,NA,2016
100006,17,7,36,2,1,315,28,"Bengals","DST",16,NA,NA,NA,2016
100007,12,7,32,2,0,452,28,"Browns","DST",16,NA,NA,NA,2016
100008,11,11,35,2,0,306,28,"Cowboys","DST",16,NA,NA,NA,2016
100009,16,12,41,4,0,297,28,"Broncos","DST",16,NA,NA,NA,2016
100010,11,8,34,2,2,358,28,"Lions","DST",16,NA,NA,NA,2016
100011,15,8,36,2,0,388,28,"Packers","DST",16,NA,NA,NA,2016
100012,13,8,39,2,0,378,28,"Titans","DST",16,NA,NA,NA,2016
100013,15,12,44,3,1,328,28,"Texans","DST",16,NA,NA,NA,2016
100014,11,10,34,2,0,392,28,"Colts","DST",16,NA,NA,NA,2016
100015,13,10,38,3,0,400,28,"Jaguars","DST",16,NA,NA,NA,2016
100016,18,11,41,3,1,311,28,"Chiefs","DST",16,NA,NA,NA,2016
100018,15,11,35,3,0,385,28,"Raiders","DST",16,NA,NA,NA,2016
100019,15,9,34,3,0,380,28,"Dolphins","DST",16,NA,NA,NA,2016
100020,15,10,41,3,1,307,28,"Vikings","DST",16,NA,NA,NA,2016
100021,14,10,38,3,3,250,28,"Patriots","DST",16,NA,NA,NA,2016
100022,13,11,34,2,1,454,28,"Saints","DST",16,NA,NA,NA,2016
100023,17,11,43,4,0,284,28,"Giants","DST",16,NA,NA,NA,2016
100024,9,9,33,2,0,409,28,"Jets","DST",16,NA,NA,NA,2016
100025,15,11,38,3,1,331,28,"Eagles","DST",16,NA,NA,NA,2016
100026,17,12,44,4,2,362,28,"Cardinals","DST",16,NA,NA,NA,2016
100027,14,11,38,2,1,327,28,"Steelers","DST",16,NA,NA,NA,2016
100028,13,9,41,2,0,394,28,"Rams","DST",16,NA,NA,NA,2016
100029,11,10,34,2,1,480,28,"49ers","DST",16,NA,NA,NA,2016
100030,14,10,43,3,1,292,28,"Seahawks","DST",16,NA,NA,NA,2016
100031,15,12,39,3,1,369,28,"Buccaneers","DST",16,NA,NA,NA,2016
100032,13,11,37,2,0,383,28,"Redskins","DST",16,NA,NA,NA,2016
100001,14,12,29,4,0,369,-1,"Falcons","DST",NA,NA,NA,NA,2017
100002,15,13,37,4,0,282,-1,"Ravens","DST",NA,NA,NA,NA,2017
100003,15,10,36,4,0,386,-1,"Bills","DST",NA,NA,NA,NA,2017
100004,15,15,42,4,1,358,-1,"Panthers","DST",NA,NA,NA,NA,2017
100005,11,8,40,3,0,394,-1,"Bears","DST",NA,NA,NA,NA,2017
100006,15,9,34,4,0,295,-1,"Bengals","DST",NA,NA,NA,NA,2017
100007,15,8,32,3,0,379,-1,"Browns","DST",NA,NA,NA,NA,2017
100008,12,13,34,4,0,329,-1,"Cowboys","DST",NA,NA,NA,NA,2017
100009,16,16,39,5,0,290,-1,"Broncos","DST",NA,NA,NA,NA,2017
100010,11,10,32,4,1,369,-1,"Lions","DST",NA,NA,NA,NA,2017
100011,15,10,34,4,1,340,-1,"Packers","DST",NA,NA,NA,NA,2017
100012,17,10,39,5,0,342,-1,"Titans","DST",NA,NA,NA,NA,2017
100013,17,11,36,5,0,304,-1,"Texans","DST",NA,NA,NA,NA,2017
100014,15,13,33,4,0,371,-1,"Colts","DST",NA,NA,NA,NA,2017
100015,15,11,38,4,0,391,-1,"Jaguars","DST",NA,NA,NA,NA,2017
100016,18,15,26,5,0,303,-1,"Chiefs","DST",NA,NA,NA,NA,2017
100017,16,14,37,5,0,418,-1,"Chargers","DST",NA,NA,NA,NA,2017
100018,17,16,28,5,0,355,-1,"Raiders","DST",NA,NA,NA,NA,2017
100019,17,11,30,5,0,376,-1,"Dolphins","DST",NA,NA,NA,NA,2017
100020,17,15,42,6,1,315,-1,"Vikings","DST",NA,NA,NA,NA,2017
100021,16,13,34,5,0,256,-1,"Patriots","DST",NA,NA,NA,NA,2017
100022,13,15,29,4,0,437,-1,"Saints","DST",NA,NA,NA,NA,2017
100023,16,13,30,5,0,302,-1,"Giants","DST",NA,NA,NA,NA,2017
100024,12,11,31,4,0,401,-1,"Jets","DST",NA,NA,NA,NA,2017
100025,16,16,34,5,0,351,-1,"Eagles","DST",NA,NA,NA,NA,2017
100026,16,15,44,5,0,317,-1,"Cardinals","DST",NA,NA,NA,NA,2017
100027,14,15,38,4,0,297,-1,"Steelers","DST",NA,NA,NA,NA,2017
100028,14,12,39,2,0,360,-1,"Rams","DST",NA,NA,NA,NA,2017
100029,15,11,31,4,0,392,-1,"49ers","DST",NA,NA,NA,NA,2017
100030,14,12,40,4,0,274,-1,"Seahawks","DST",NA,NA,NA,NA,2017
100031,16,15,38,5,1,376,-1,"Buccaneers","DST",NA,NA,NA,NA,2017
100032,13,13,34,4,0,372,-1,"Redskins","DST",NA,NA,NA,NA,2017
100001,12.3,11.3,39,2.1,1,345,3,"Falcons","DST",16,0,813,0,2017
100002,13,13,35.1,2,1,359,3,"Ravens","DST",16,0,897,0,2017
100003,10.9,9.9,36.5,2,1,376,3,"Bills","DST",16,0,1092,1,2017
100004,11.2,10.2,41.7,1,0,361,3,"Panthers","DST",16,0,999,0,2017
100005,10.7,8.7,35.8,1,1,398,3,"Bears","DST",16,0,1082,0,2017
100006,12.1,9.1,36.4,2,0,360,3,"Bengals","DST",16,0,1237,1,2017
100007,8.5,7.6,38.8,0.9,0,414,3,"Browns","DST",16,0,823,0,2017
100008,10.4,10.4,39.5,1,1,333,3,"Cowboys","DST",16,0,727,0,2017
100009,13,10,41.1,4,1,360,3,"Broncos","DST",16,0,864,0,2017
100010,11,9,33,2,1,369,3,"Lions","DST",16,0,1019,0,2017
100011,11.5,10.4,40.6,1,1,333,3,"Packers","DST",16,0,947,0,2017
100012,13.1,9.1,39.3,1,0,364,3,"Titans","DST",16,0,868,0,2017
100013,11.2,10.2,44.8,3.1,1,357,3,"Texans","DST",16,0,1072,0,2017
100014,11.2,8.1,36.6,1,0,358,3,"Colts","DST",16,0,965,0,2017
100015,10.9,10.9,39.6,2,1,376,3,"Jaguars","DST",16,0,1072,0,2017
100016,13.1,12,33.1,3,1,357,3,"Chiefs","DST",16,0,1546,4,2017
100017,9.8,8.9,41.3,2,0,383,3,"Chargers","DST",16,0,750,0,2017
100017,9.8,7.8,38.1,1,0,407,3,"Chargers","DST",16,0,1379,0,2017
100018,13.2,9.1,37.4,2,1,355,3,"Raiders","DST",16,0,947,1,2017
100019,13,9,38.9,2,1,371,3,"Dolphins","DST",16,0,1183,0,2017
100020,12,11,41.1,3,0,362,3,"Vikings","DST",16,0,1274,0,2017
100021,11.6,11.6,39.9,3.1,1,317,3,"Patriots","DST",16,0,1067,0,2017
100022,9.1,9.1,34.3,1,1,369,3,"Saints","DST",16,0,702,0,2017
100023,13,10,42.1,2,0,362,3,"Giants","DST",16,0,1051,0,2017
100024,10.7,10.7,31,1.9,0,399,3,"Jets","DST",16,0,1118,0,2017
100025,11,9,42.8,2,1,370,3,"Eagles","DST",16,0,1231,1,2017
100026,13.2,11.2,43.6,2,1,355,3,"Cardinals","DST",16,0,883,0,2017
100027,12.5,9.4,43.6,2.1,0,337,3,"Steelers","DST",16,0,876,0,2017
100029,7.8,7.8,34,1,0,411,3,"49ers","DST",16,0,944,0,2017
100030,13.5,12.4,46.7,2.1,1,329,3,"Seahawks","DST",16,0,1139,0,2017
100031,12,9,39.8,2,1,370,3,"Buccaneers","DST",16,0,712,0,2017
100032,11.9,9,42.8,2,0,371,3,"Redskins","DST",16,0,924,0,2017
100001,15,10,38,2,NA,NA,5,"Falcons","DST",NA,NA,NA,NA,2017
100002,15,10,34,1,NA,NA,5,"Ravens","DST",NA,NA,NA,NA,2017
100003,14,9,37,1,NA,NA,5,"Bills","DST",NA,NA,NA,NA,2017
100004,16,10,35,2,NA,NA,5,"Panthers","DST",NA,NA,NA,NA,2017
100005,15,9,38,1,NA,NA,5,"Bears","DST",NA,NA,NA,NA,2017
100006,15,10,32,1,NA,NA,5,"Bengals","DST",NA,NA,NA,NA,2017
100007,13,11,30,1,NA,NA,5,"Browns","DST",NA,NA,NA,NA,2017
100008,14,10,32,1,NA,NA,5,"Cowboys","DST",NA,NA,NA,NA,2017
100009,16,10,35,2,NA,NA,5,"Broncos","DST",NA,NA,NA,NA,2017
100010,14,10,33,1,NA,NA,5,"Lions","DST",NA,NA,NA,NA,2017
100011,15,9,37,1,NA,NA,5,"Packers","DST",NA,NA,NA,NA,2017
100012,14,10,37,1,NA,NA,5,"Titans","DST",NA,NA,NA,NA,2017
100013,15,10,37,1,NA,NA,5,"Texans","DST",NA,NA,NA,NA,2017
100014,14,10,36,1,NA,NA,5,"Colts","DST",NA,NA,NA,NA,2017
100015,15,10,37,2,NA,NA,5,"Jaguars","DST",NA,NA,NA,NA,2017
100016,16,9,33,1,NA,NA,5,"Chiefs","DST",NA,NA,NA,NA,2017
100017,18,10,35,1,NA,NA,5,"Chargers","DST",NA,NA,NA,NA,2017
100018,14,9,32,1,NA,NA,5,"Raiders","DST",NA,NA,NA,NA,2017
100019,13,10,35,1,NA,NA,5,"Dolphins","DST",NA,NA,NA,NA,2017
100020,16,10,39,2,NA,NA,5,"Vikings","DST",NA,NA,NA,NA,2017
100021,15,10,36,1,NA,NA,5,"Patriots","DST",NA,NA,NA,NA,2017
100022,14,11,36,1,NA,NA,5,"Saints","DST",NA,NA,NA,NA,2017
100023,15,10,33,1,NA,NA,5,"Giants","DST",NA,NA,NA,NA,2017
100024,13,10,35,1,NA,NA,5,"Jets","DST",NA,NA,NA,NA,2017
100025,16,10,32,1,NA,NA,5,"Eagles","DST",NA,NA,NA,NA,2017
100026,14,10,34,1,NA,NA,5,"Cardinals","DST",NA,NA,NA,NA,2017
100027,15,10,36,1,NA,NA,5,"Steelers","DST",NA,NA,NA,NA,2017
100028,14,10,35,1,NA,NA,5,"Rams","DST",NA,NA,NA,NA,2017
100029,14,10,31,1,NA,NA,5,"49ers","DST",NA,NA,NA,NA,2017
100030,16,10,37,2,NA,NA,5,"Seahawks","DST",NA,NA,NA,NA,2017
100031,14,10,36,1,NA,NA,5,"Buccaneers","DST",NA,NA,NA,NA,2017
100032,14,10,33,1,NA,NA,5,"Redskins","DST",NA,NA,NA,NA,2017
100001,16,6,31,1,0,361,6,"Falcons","DST",NA,1,NA,0,2017
100002,17,6,38,1,1,340,6,"Ravens","DST",NA,1,NA,0,2017
100003,15,5,35,1,0,354,6,"Bills","DST",NA,0,NA,0,2017
100004,17,6,38,1,0,362,6,"Panthers","DST",NA,0,NA,0,2017
100005,11,6,37,0,0,398,6,"Bears","DST",NA,0,NA,0,2017
100006,18,5,36,1,0,364,6,"Bengals","DST",NA,0,NA,0,2017
100007,12,6,23,0,0,441,6,"Browns","DST",NA,0,NA,0,2017
100008,12,6,40,1,0,335,6,"Cowboys","DST",NA,0,NA,0,2017
100009,14,6,57,1,1,300,6,"Broncos","DST",NA,1,NA,0,2017
100010,12,6,44,0,0,393,6,"Lions","DST",NA,0,NA,0,2017
100011,16,6,41,1,0,333,6,"Packers","DST",NA,0,NA,0,2017
100012,14,5,41,1,0,352,6,"Titans","DST",NA,0,NA,0,2017
100013,12,6,42,1,0,326,6,"Texans","DST",NA,0,NA,0,2017
100014,13,5,35,1,0,377,6,"Colts","DST",NA,0,NA,0,2017
100015,10,6,32,0,0,415,6,"Jaguars","DST",NA,1,NA,0,2017
100016,22,5,36,1,0,334,6,"Chiefs","DST",NA,0,NA,0,2017
100018,17,6,44,1,1,328,6,"Raiders","DST",NA,0,NA,0,2017
100019,15,5,34,1,0,369,6,"Dolphins","DST",NA,0,NA,0,2017
100020,18,5,42,1,1,331,6,"Vikings","DST",NA,0,NA,0,2017
100021,15,5,49,1,1,312,6,"Patriots","DST",NA,1,NA,0,2017
100022,11,5,31,0,0,420,6,"Saints","DST",NA,0,NA,0,2017
100023,15,6,24,1,0,357,6,"Giants","DST",NA,1,NA,0,2017
100024,12,6,33,0,0,396,6,"Jets","DST",NA,0,NA,0,2017
100025,15,6,44,1,0,347,6,"Eagles","DST",NA,1,NA,0,2017
100026,17,5,32,1,0,369,6,"Cardinals","DST",NA,0,NA,0,2017
100027,14,6,40,1,1,365,6,"Steelers","DST",NA,0,NA,0,2017
100029,11,5,27,0,0,424,6,"49ers","DST",NA,0,NA,0,2017
100030,14,5,34,1,0,326,6,"Seahawks","DST",NA,1,NA,0,2017
100031,13,6,40,1,0,374,6,"Buccaneers","DST",NA,0,NA,0,2017
100032,14,5,42,1,0,363,6,"Redskins","DST",NA,0,NA,0,2017
100001,11,11,35,3,1,355,7,"Falcons","DST",NA,NA,NA,NA,2017
100002,16,11,33,2,0,332,7,"Ravens","DST",NA,NA,NA,NA,2017
100003,14,9,39,3,0,365,7,"Bills","DST",NA,NA,NA,NA,2017
100004,15,12,42,2,1,359,7,"Panthers","DST",NA,NA,NA,NA,2017
100005,9,7,30,1,0,384,7,"Bears","DST",NA,NA,NA,NA,2017
100006,16,10,31,2,0,342,7,"Bengals","DST",NA,NA,NA,NA,2017
100007,9,5,28,1,0,426,7,"Browns","DST",NA,NA,NA,NA,2017
100008,14,12,34,2,1,316,7,"Cowboys","DST",NA,NA,NA,NA,2017
100009,14,13,45,4,2,277,7,"Broncos","DST",NA,NA,NA,NA,2017
100010,12,6,29,1,3,369,7,"Lions","DST",NA,NA,NA,NA,2017
100011,16,7,42,2,1,355,7,"Packers","DST",NA,NA,NA,NA,2017
100012,10,8,39,3,1,339,7,"Titans","DST",NA,NA,NA,NA,2017
100013,14,9,40,3,0,299,7,"Texans","DST",NA,NA,NA,NA,2017
100014,13,8,34,3,0,374,7,"Colts","DST",NA,NA,NA,NA,2017
100015,13,9,34,3,1,400,7,"Jaguars","DST",NA,NA,NA,NA,2017
100016,14,14,31,4,0,316,7,"Chiefs","DST",NA,NA,NA,NA,2017
100017,13,13,36,2,1,375,7,"Chargers","DST",NA,NA,NA,NA,2017
100018,15,12,31,2,1,371,7,"Raiders","DST",NA,NA,NA,NA,2017
100019,15,11,37,2,2,341,7,"Dolphins","DST",NA,NA,NA,NA,2017
100020,14,7,42,2,0,370,7,"Vikings","DST",NA,NA,NA,NA,2017
100021,13,11,39,3,2,271,7,"Patriots","DST",NA,NA,NA,NA,2017
100022,9,11,29,1,0,432,7,"Saints","DST",NA,NA,NA,NA,2017
100023,16,10,37,2,1,304,7,"Giants","DST",NA,NA,NA,NA,2017
100024,9,6,24,1,0,373,7,"Jets","DST",NA,NA,NA,NA,2017
100025,15,12,36,3,2,337,7,"Eagles","DST",NA,NA,NA,NA,2017
100026,16,14,45,4,1,319,7,"Cardinals","DST",NA,NA,NA,NA,2017
100027,16,12,35,2,0,321,7,"Steelers","DST",NA,NA,NA,NA,2017
100028,13,11,36,2,1,336,7,"Rams","DST",NA,NA,NA,NA,2017
100029,11,8,30,2,0,455,7,"49ers","DST",NA,NA,NA,NA,2017
100030,13,12,40,2,2,284,7,"Seahawks","DST",NA,NA,NA,NA,2017
100031,13,11,39,3,0,376,7,"Buccaneers","DST",NA,NA,NA,NA,2017
100032,10,13,38,1,1,366,7,"Redskins","DST",NA,NA,NA,NA,2017
100001,16.2,10.4,39.2,2.4,2.4,404.9,18,"Falcons","DST",NA,NA,NA,NA,2017
100002,20.6,10.5,26.3,0,0,307.2,18,"Ravens","DST",NA,NA,NA,NA,2017
100003,15.5,7.8,33.2,0,0,300.8,18,"Bills","DST",NA,NA,NA,NA,2017
100004,20.4,15.7,51.5,0,2.7,365,18,"Panthers","DST",NA,NA,NA,NA,2017
100005,7.7,5,37.1,0.9,1.7,437.2,18,"Bears","DST",NA,NA,NA,NA,2017
100006,16.4,6,38.8,0,1,234.5,18,"Bengals","DST",NA,NA,NA,NA,2017
100007,11.1,3,27.7,0,0,404.4,18,"Browns","DST",NA,NA,NA,NA,2017
100008,12.6,10.2,46.4,0,0,356.2,18,"Cowboys","DST",NA,NA,NA,NA,2017
100009,18,16.2,36.8,1,0,222,18,"Broncos","DST",NA,NA,NA,NA,2017
100010,8.3,3,19.9,1.1,0,377.5,18,"Lions","DST",NA,NA,NA,NA,2017
100011,22,9.7,29.7,0,0,370.9,18,"Packers","DST",NA,NA,NA,NA,2017
100012,9.4,11.5,39.9,1.6,0,365.1,18,"Titans","DST",NA,NA,NA,NA,2017
100013,27.8,6.3,42.6,0,2.6,297.4,18,"Texans","DST",NA,NA,NA,NA,2017
100014,10.2,8.9,36.5,1,0,328.9,18,"Colts","DST",NA,NA,NA,NA,2017
100015,12,8.5,35.4,3,0,334,18,"Jaguars","DST",NA,NA,NA,NA,2017
100016,17.1,14.5,18.3,4.1,1.6,244,18,"Chiefs","DST",NA,NA,NA,NA,2017
100018,19.1,14.7,23.8,1.2,0,377.4,18,"Raiders","DST",NA,NA,NA,NA,2017
100019,18,11,18.8,0.8,0,433.3,18,"Dolphins","DST",NA,NA,NA,NA,2017
100020,9.5,10.4,47.7,3.1,0,317,18,"Vikings","DST",NA,NA,NA,NA,2017
100021,20.8,12.4,39,1.3,0.7,254.1,18,"Patriots","DST",NA,NA,NA,NA,2017
100022,10.9,5.1,35.8,0,2.8,416.8,18,"Saints","DST",NA,NA,NA,NA,2017
100023,14.7,11.1,46.6,1.8,0,325.1,18,"Giants","DST",NA,NA,NA,NA,2017
100024,6.1,7.4,25.6,1.6,0,361.8,18,"Jets","DST",NA,NA,NA,NA,2017
100025,21.8,5.6,27.8,2.9,0,325.1,18,"Eagles","DST",NA,NA,NA,NA,2017
100026,12.2,18.5,62.6,2.9,0,410,18,"Cardinals","DST",NA,NA,NA,NA,2017
100027,13.5,16.1,44,0,1.1,357.1,18,"Steelers","DST",NA,NA,NA,NA,2017
100028,16.3,5.3,35,0,0,409.9,18,"Rams","DST",NA,NA,NA,NA,2017
100029,11.7,8,39.1,0,3,407.6,18,"49ers","DST",NA,NA,NA,NA,2017
100030,6.9,12.3,46.1,0,1.4,235.1,18,"Seahawks","DST",NA,NA,NA,NA,2017
100031,22.1,5.4,27.2,2.5,0.9,333.9,18,"Buccaneers","DST",NA,NA,NA,NA,2017
100032,19.7,5,30.4,0,0,376.9,18,"Redskins","DST",NA,NA,NA,NA,2017
100001,18,12,36,3,NA,NA,19,"Falcons","DST",NA,NA,NA,0,2017
100002,16,11,45,3,NA,NA,19,"Ravens","DST",NA,NA,NA,1,2017
100003,15,9,31,2,NA,NA,19,"Bills","DST",NA,NA,NA,1,2017
100004,12,14,39,2,NA,NA,19,"Panthers","DST",NA,NA,NA,2,2017
100005,20,14,35,3,NA,NA,19,"Bears","DST",NA,NA,NA,2,2017
100006,17,15,46,4,NA,NA,19,"Bengals","DST",NA,NA,NA,1,2017
100007,18,10,36,1,NA,NA,19,"Browns","DST",NA,NA,NA,1,2017
100008,17,11,39,2,NA,NA,19,"Cowboys","DST",NA,NA,NA,1,2017
100009,15,8,35,3,NA,NA,19,"Broncos","DST",NA,NA,NA,2,2017
100010,13,9,40,3,NA,NA,19,"Lions","DST",NA,NA,NA,0,2017
100011,20,8,41,4,NA,NA,19,"Packers","DST",NA,NA,NA,1,2017
100012,13,8,34,1,NA,NA,19,"Titans","DST",NA,NA,NA,2,2017
100013,21,14,48,3,NA,NA,19,"Texans","DST",NA,NA,NA,1,2017
100014,14,8,30,2,NA,NA,19,"Colts","DST",NA,NA,NA,1,2017
100015,14,9,28,1,NA,NA,19,"Jaguars","DST",NA,NA,NA,0,2017
100016,16,10,35,2,NA,NA,19,"Chiefs","DST",NA,NA,NA,0,2017
100018,12,10,21,1,NA,NA,19,"Raiders","DST",NA,NA,NA,1,2017
100019,15,9,44,1,NA,NA,19,"Dolphins","DST",NA,NA,NA,2,2017
100020,12,12,46,2,NA,NA,19,"Vikings","DST",NA,NA,NA,1,2017
100021,20,16,38,3,NA,NA,19,"Patriots","DST",NA,NA,NA,1,2017
100022,15,10,27,3,NA,NA,19,"Saints","DST",NA,NA,NA,0,2017
100023,16,10,35,1,NA,NA,19,"Giants","DST",NA,NA,NA,1,2017
100024,16,13,38,2,NA,NA,19,"Jets","DST",NA,NA,NA,2,2017
100025,12,11,38,1,NA,NA,19,"Eagles","DST",NA,NA,NA,1,2017
100026,16,9,34,2,NA,NA,19,"Cardinals","DST",NA,NA,NA,2,2017
100027,14,12,39,2,NA,NA,19,"Steelers","DST",NA,NA,NA,1,2017
100029,18,14,43,4,NA,NA,19,"49ers","DST",NA,NA,NA,1,2017
100030,19,14,39,4,NA,NA,19,"Seahawks","DST",NA,NA,NA,1,2017
100031,20,9,31,3,NA,NA,19,"Buccaneers","DST",NA,NA,NA,0,2017
100032,15,10,38,2,NA,NA,19,"Redskins","DST",NA,NA,NA,0,2017
100001,14,10,35,3,0,406,28,"Falcons","DST",16,NA,NA,NA,2017
100002,15,11,36,2,0,321,28,"Ravens","DST",16,NA,NA,NA,2017
100003,14,8,40,2,0,378,28,"Bills","DST",16,NA,NA,NA,2017
100004,17,12,41,3,1,402,28,"Panthers","DST",16,NA,NA,NA,2017
100005,9,7,36,1,1,399,28,"Bears","DST",16,NA,NA,NA,2017
100006,17,7,36,2,1,315,28,"Bengals","DST",16,NA,NA,NA,2017
100007,12,7,32,2,0,452,28,"Browns","DST",16,NA,NA,NA,2017
100008,11,11,35,2,0,306,28,"Cowboys","DST",16,NA,NA,NA,2017
100009,16,12,41,4,0,297,28,"Broncos","DST",16,NA,NA,NA,2017
100010,11,8,34,2,2,358,28,"Lions","DST",16,NA,NA,NA,2017
100011,15,8,36,2,0,388,28,"Packers","DST",16,NA,NA,NA,2017
100012,13,8,39,2,0,378,28,"Titans","DST",16,NA,NA,NA,2017
100013,15,12,44,3,1,328,28,"Texans","DST",16,NA,NA,NA,2017
100014,11,9,34,2,0,392,28,"Colts","DST",16,NA,NA,NA,2017
100015,13,10,38,3,0,400,28,"Jaguars","DST",16,NA,NA,NA,2017
100016,18,11,41,3,1,311,28,"Chiefs","DST",16,NA,NA,NA,2017
100017,16,12,40,4,1,423,28,"Chargers","DST",16,NA,NA,NA,2017
